,CHP_biofuel,CHP_coal,CHP_muniwaste,CHP_natgas,CHP_straw,CHP_w-chip,CHP_w-pellet,CHP_w-waste,FF_solar,FF_industry,HOB_biofuel,HOB_elec,HOB_gasoil,HOB_muniwaste,HOB_natgas,HOB_straw,HOB_w-chip,HOB_w-pellet,HOB_w-waste,HP_ambient,HP_industry,HR_S-near,HR_S-far,HR_M-near,HR_M-far,HR_L-near,HR_L-far
T4488,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.952,3.235,3.44,3.44,3.853,3.853,4.263,4.263
T4489,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.003,3.235,3.44,3.44,3.853,3.853,4.263,4.263
T4490,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.98,3.235,3.44,3.44,3.853,3.853,4.263,4.263
T4491,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.925,3.235,3.44,3.44,3.853,3.853,4.263,4.263
T4492,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.887,3.235,3.44,3.44,3.853,3.853,4.263,4.263
T4493,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.98,3.235,3.44,3.44,3.853,3.853,4.263,4.263
T4494,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.061,3.235,3.44,3.44,3.853,3.853,4.263,4.263
T4495,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.14,3.235,3.44,3.44,3.853,3.853,4.263,4.263
T4496,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.198,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4497,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.258,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4498,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.327,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4499,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.413,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4500,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.466,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4501,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.536,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4502,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.576,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4503,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.584,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4504,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.528,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4505,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.52,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4506,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.504,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4507,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.512,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4508,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.406,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4509,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.251,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4510,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.225,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4511,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.205,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4512,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.154,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4513,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.032,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4514,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.021,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4515,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.964,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4516,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.942,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4517,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.975,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4518,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.192,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4519,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.341,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4520,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.435,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4521,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.458,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4522,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.489,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4523,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.536,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4524,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.568,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4525,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.6,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4526,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.625,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4527,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.617,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4528,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.659,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4529,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.65,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4530,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.633,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4531,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.608,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4532,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.552,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4533,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.45,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4534,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.413,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4535,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.348,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4536,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.278,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4537,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.211,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4538,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.211,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4539,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.185,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4540,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.166,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4541,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.211,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4542,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.299,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4543,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.369,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4544,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.391,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4545,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.42,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4546,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.52,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4547,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.576,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4548,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.667,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4549,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.764,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4550,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.828,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4551,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.865,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4552,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.913,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4553,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.828,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4554,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.737,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4555,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.667,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4556,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.568,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4557,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.406,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4558,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.369,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4559,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.369,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4560,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.334,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4561,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.299,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4562,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.278,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4563,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.238,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4564,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.265,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4565,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.251,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4566,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.265,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4567,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.299,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4568,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.341,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4569,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.362,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4570,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.384,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4571,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.391,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4572,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.355,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4573,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.278,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4574,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.271,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4575,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.355,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4576,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.406,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4577,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.384,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4578,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.306,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4579,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.313,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4580,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.369,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4581,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.313,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4582,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.231,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4583,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.147,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4584,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.104,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4585,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.032,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4586,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.009,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4587,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.975,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4588,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.964,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4589,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,2.964,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4590,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.08,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4591,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.074,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4592,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.141,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4593,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.265,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4594,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.334,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4595,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.355,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4596,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.355,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4597,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.391,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4598,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.443,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4599,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.473,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4600,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.458,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4601,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.458,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4602,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.466,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4603,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.413,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4604,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.384,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4605,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.348,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4606,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.32,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4607,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.32,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4608,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.32,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4609,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.327,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4610,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.341,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4611,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.32,3.268,3.478,3.478,3.896,3.896,4.31,4.31
T4612,0.887,1.06,1.021,0.849,0.984,1.037,0.965,1.037,0.45,1,1.03,0.99,1.03,1.056,1.03,1.03,1.14,1.011,1.14,3.327,3.268,3.478,3.478,3.896,3.896,4.31,4.31
