vrkanl_ny,technology_type,varmelev_TJ,fuel,fuel_share,fuel_capacity_allocation,heat_capacity_allocation,elec_capacity_allocation,source,technology_category
420-4,combustion engine,22.3956,natural gas,1.0,6.9,3.38,3.03,,CHP
420-5,combustion engine,20.736,natural gas,1.0,6.9,3.38,3.03,,CHP
420-6,combustion engine,20.0988,natural gas,1.0,6.9,3.38,3.03,,CHP
420-9,boiler,138.7008,wood chips,1.0,5.57,5.7,0.0,,HOB
423-2,boiler,23.2164,wood pellets,1.0,4.45,4.0,0.0,,HOB
423-3,boiler,31.3164,wood pellets,1.0,4.95,4.5,0.0,,HOB
423-7,boiler,31.7952,wood pellets,1.0,4.45,4.0,0.0,,HOB
425-11,heat pump - air,42.8076,electricity,1.0,0.97,3.4,0.0,ambient,HP
425-3,combustion engine,56.919276,natural gas,1.0,19.7,10.0,8.73,,CHP
425-5,boiler,8.04888,natural gas,0.9991389020014576,9.991389020014577,10.990527922016033,0.0,,HOB
425-6,solar,24.053868,fuel free,1.0,11.0,11.0,0.0,solar,FF
425-7,boiler,104.12712,electricity,1.0,12.0,12.0,0.0,,HOB
425-8,solar,24.444684,fuel free,1.0,11.0,11.0,0.0,solar,FF
426-2,combustion engine,2.538,natural gas,1.0,13.75,6.5,5.5,,CHP
429-1,boiler,19.7964,natural gas,1.0,10.0,9.0,0.0,,HOB
430-1,boiler,9.484,natural gas,1.0,28.0,28.0,0.0,,HOB
434-1,boiler,34.7724,wood chips,1.0,4.9,4.9,0.0,,HOB
434-3,solar,13.2552,fuel free,1.0,6.0,6.0,0.0,solar,FF
437-3,boiler,75.87,straw,1.0,8.0,8.0,0.0,,HOB
439-5,boiler,90.17640000000002,straw,1.0,8.0,8.0,0.0,,HOB
44-4,combustion engine,6.75,natural gas,1.0,4.8,2.4,2.0,,CHP
44-5,combustion engine,3.6432,natural gas,1.0,2.44,1.4,0.92,,CHP
44-6,solar,8.3952,fuel free,1.0,4.0,4.0,0.0,solar,FF
44-7,heat pump - other,29.6856,electricity,1.0,0.5,2.15,0.0,industry,HP
440-3,boiler,28.2852,straw,1.0,5.5,5.5,0.0,,HOB
440-4,boiler,120.1752,straw,1.0,5.5,5.5,0.0,,HOB
444-1,combustion engine,7.059743999999999,natural gas,1.0,6.4,3.5,2.7,,CHP
444-2,boiler,2.80116,natural gas,1.0,4.0,4.0,0.0,,HOB
444-4,heat pump - water,13.7043,electricity,1.0,0.6,1.5,0.0,ambient,HP
445-3,boiler,9.2304,wood pellets,1.0,6.0,5.5,0.0,,HOB
445-4,boiler,127.7352,straw,1.0,7.0,6.3,0.0,,HOB
447-2,boiler,123.3288,straw,1.0,16.0,16.0,0.0,,HOB
449-1,boiler,12.5334,natural gas,1.0,4.0,4.0,0.0,,HOB
449-4,heat pump - air,17.64144,electricity,1.0,0.4,1.2,0.0,ambient,HP
45-1,boiler,11.0916,natural gas,1.0,5.5,5.8,0.0,,HOB
45-2,boiler,11.0916,gas oil,0.037712585783436246,0.5015773909197021,0.43746599508786044,0.0,,HOB
45-2,boiler,11.0916,natural gas,0.9622874142165638,12.7984226090803,11.16253400491214,0.0,,HOB
451-1,boiler,3.24,natural gas,1.0,2.4,2.5,0.0,,HOB
451-3,solar,4.9212,fuel free,1.0,2.78,2.78,0.0,solar,FF
451-4,heat pump - air,10.0764,electricity,1.0,0.241,0.84,0.0,ambient,HP
451-6,boiler,5.1048,electricity,1.0,1.6,1.6,0.0,,HOB
452-2,boiler,2.6892,natural gas,1.0,9.3,9.3,0.0,,HOB
452-3,boiler,3.4128,natural gas,1.0,9.3,9.3,0.0,,HOB
452-4,boiler,5.9004,natural gas,1.0,9.3,9.3,0.0,,HOB
453-6,boiler,13.37652,natural gas,1.0,15.0,15.46,0.0,,HOB
453-7,boiler,13.73868,natural gas,1.0,15.0,15.46,0.0,,HOB
457-5,boiler,14.8968,electricity,1.0,10.0,10.0,0.0,,HOB
46-1,boiler,8.82,straw,1.0,3.15,3.15,0.0,,HOB
46-5,boiler,7.17228,straw,1.0,5.0,5.0,0.0,,HOB
46-6,boiler,138.66804,straw,1.0,12.0,12.0,0.0,,HOB
460-2,boiler,8.503200000000001,biofuels,0.12724059206984153,1.2724059206984153,1.2724059206984153,0.0,,HOB
460-2,boiler,8.503200000000001,natural gas,0.8727594079301585,8.727594079301586,8.727594079301586,0.0,,HOB
460-3,combustion engine,46.7928,biofuels,1.0,3.538,2.0,1.499,,CHP
460-4,heat pump - other,6.3432,electricity,1.0,0.132,0.5,0.0,industry,HP
460-5,boiler,2.8872,electricity,1.0,3.0,3.0,0.0,,HOB
461-4,boiler,39.789,wood pellets,1.0,11.6,11.6,0.0,,HOB
461-5,boiler,348.1609319999999,wood chips,1.0,9.0,10.0,0.0,,HOB
461-6,boiler,348.1609319999999,wood chips,1.0,9.0,10.0,0.0,,HOB
463-10,boiler,135.1116,electricity,1.0,14.0,13.9,0.0,,HOB
463-7,combustion engine,7.570080000000001,natural gas,1.0,8.25,3.4,3.1,,CHP
463-8,combustion engine,11.46852,natural gas,1.0,8.25,3.4,3.1,,CHP
463-9,combustion engine,9.191880000000001,natural gas,1.0,8.25,3.4,3.1,,CHP
464-1,boiler,171.018,wood pellets,1.0,20.0,17.0,0.0,,HOB
464-3,gasification plus engine,51.23088,wood pellets,1.0,6.6,3.7,2.0,,CHP
464-4,gasification plus engine,57.85668,wood pellets,1.0,6.6,3.7,2.0,,CHP
464-5,gasification plus engine,52.52364,wood pellets,1.0,6.6,3.7,2.0,,CHP
464-7,boiler,7.819199999999999,electricity,1.0,14.0,13.9,0.0,,HOB
465-1,boiler,19.9332,natural gas,1.0,10.4,9.3,0.0,,HOB
470-2,boiler,23.9328,wood chips,1.0,2.0,2.0,0.0,,HOB
470-3,solar,7.484400000000001,fuel free,1.0,3.1,3.1,0.0,solar,FF
471-3,combustion engine,3.9312,natural gas,1.0,3.5,2.0,1.4,,CHP
471-4,boiler,9.0252,natural gas,1.0,5.0,6.0,0.0,,HOB
471-6,heat pump - air,19.5336,electricity,1.0,0.55,1.6,0.0,ambient,HP
473-5,boiler,76.28040000000001,wood chips,1.0,5.3,5.82,0.0,,HOB
473-6,boiler,14.4648,electricity,1.0,4.0,4.0,0.0,,HOB
473-7,heat pump - air,20.8656,electricity,1.0,0.5,1.7,0.0,ambient,HP
477-2,boiler,3.25008,natural gas,1.0,5.3,5.3,0.0,,HOB
477-3,boiler,7.585199999999999,natural gas,1.0,7.3,7.3,0.0,,HOB
48-1,boiler,9.72,wood pellets,0.9891123274631128,5.934673964778677,5.440117801047121,0.0,,HOB
480-2,boiler,9.208800000000002,natural gas,1.0,4.5,4.1,0.0,,HOB
480-5,combustion engine,15.9948,natural gas,1.0,7.26,4.0,3.03,,CHP
480-6,boiler,12.1968,electricity,1.0,6.0,6.0,0.0,,HOB
480-7,solar,14.10372,fuel free,1.0,6.0,6.0,0.0,solar,FF
481-3,boiler,7.430400000000001,natural gas,1.0,2.0,2.0,0.0,,HOB
481-4,combustion engine,14.3784,biofuels,1.0,1.26,0.671,0.527,,CHP
482-1,boiler,3.60036,gas oil,0.13482556073873658,0.4934615523037759,0.4934615523037759,0.0,,HOB
482-1,boiler,3.60036,natural gas,0.8651744392612635,3.1665384476962246,3.1665384476962246,0.0,,HOB
482-2,combustion engine,2.09268,natural gas,1.0,5.4,2.75,2.1,,CHP
483-1,boiler,8.83224,natural gas,1.0,4.0,3.7,0.0,,HOB
484-1,boiler,14.55696,natural gas,1.0,8.1,7.3,0.0,,HOB
486-3,boiler,65.7432,wood chips,1.0,4.125,4.125,0.0,,HOB
487-2,boiler,3.456,natural gas,1.0,7.5,7.15,0.0,,HOB
487-4,heat pump - other,5.1048,electricity,1.0,0.1,0.5,0.0,industry,HP
487-6,boiler,5.13,electricity,1.0,3.0,3.0,0.0,,HOB
49-2,boiler,6.774264000000001,natural gas,1.0,5.0,4.15,0.0,,HOB
49-3,combustion engine,12.698712,natural gas,1.0,7.15,3.62,3.05,,CHP
490-2,boiler,7.6365,natural gas,1.0,5.8,4.0,0.0,,HOB
493-1,boiler,8.218,natural gas,1.0,9.2,9.0,0.0,,HOB
495-1,boiler,27.418,natural gas,1.0,18.0,16.2,0.0,,HOB
496-2,boiler,3.0096,electricity,1.0,2.4,2.4,0.0,,HOB
499-1,combustion engine,39.9564,natural gas,1.0,7.4,3.91,3.04,,CHP
499-10,boiler,27.882,electricity,1.0,10.0,10.0,0.0,,HOB
499-5,boiler,2.9196,natural gas,1.0,7.34,7.3,0.0,,HOB
499-6,boiler,20.94552,natural gas,1.0,11.56,11.63,0.0,,HOB
499-7,combustion engine,16.9128,natural gas,1.0,7.4,3.91,3.04,,CHP
499-8,combustion engine,32.8716,natural gas,1.0,7.4,3.91,3.04,,CHP
499-9,heat pump - air,105.5988,electricity,1.0,2.6,7.3,0.0,ambient,HP
5-2,combustion engine,18.85176,natural gas,1.0,11.34,5.65,5.1,,CHP
5-5,boiler,22.1652,electricity,1.0,10.0,10.0,0.0,,HOB
5-6,solar,25.9092,fuel free,1.0,11.1,11.1,0.0,solar,FF
5-7,heat pump - air,48.19104,electricity,1.0,1.2,4.0,0.0,ambient,HP
50-1,combustion engine,6.6096,natural gas,1.0,7.34,3.65,2.88,,CHP
50-10,boiler,62.0856,natural gas,1.0,16.458,17.416,0.0,,HOB
50-2,combustion engine,3.8808,natural gas,1.0,7.34,3.65,2.88,,CHP
50-3,combustion engine,9.1332,natural gas,1.0,9.73,4.56,3.85,,CHP
50-6,combustion engine,6.0156,natural gas,1.0,13.71,6.77,5.95,,CHP
50-9,boiler,129.2472,electricity,1.0,11.4,11.2,0.0,,HOB
500-13,industrial heat,61.6968,fuel free,1.0,10.0,10.0,0.0,industry,FF
503-2,boiler,10.2636,natural gas,1.0,5.0,5.0,0.0,,HOB
503-4,boiler,16.776,natural gas,1.0,7.5,8.6,0.0,,HOB
504-1,boiler,11.3976,wood chips,1.0,2.16,2.16,0.0,,HOB
504-6,boiler,25.6752,wood chips,1.0,3.4,3.4,0.0,,HOB
504-7,solar,16.8516,fuel free,1.0,7.7,7.7,0.0,solar,FF
505-1,boiler,2.2896,biofuels,1.0,19.0,17.45,0.0,,HOB
509-10,solar,36.9198,fuel free,1.0,17.0,17.0,0.0,solar,FF
509-12,heat pump - air,51.11928,electricity,1.0,1.95,5.0,0.0,ambient,HP
509-4,combustion engine,102.35484,natural gas,1.0,13.7,8.5,6.0,,CHP
509-7,boiler,57.66012,electricity,1.0,12.0,12.0,0.0,,HOB
509-8,solar,19.29672,fuel free,1.0,8.0,8.0,0.0,solar,FF
509-9,boiler,15.63192,natural gas,1.0,16.5,17.5,0.0,,HOB
510-2,boiler,37.105,straw,1.0,9.8,9.0,0.0,,HOB
514-2,boiler,19.5305,natural gas,1.0,2.5,2.5,0.0,,HOB
514-3,boiler,19.5305,natural gas,1.0,2.5,2.5,0.0,,HOB
515-1,boiler,16.2398,natural gas,1.0,10.0,10.0,0.0,,HOB
515-2,boiler,16.2398,natural gas,0.9999793520838847,9.999793520838846,9.999793520838846,0.0,,HOB
515-3,boiler,16.2398,natural gas,0.9999793520838847,9.999793520838846,9.999793520838846,0.0,,HOB
515-4,boiler,16.2398,natural gas,0.9999793520838847,9.999793520838846,9.999793520838846,0.0,,HOB
516-2,boiler,3.75516,natural gas,1.0,2.15,2.1,0.0,,HOB
516-3,boiler,15.7698,wood pellets,1.0,0.99,0.9,0.0,,HOB
516-4,solar,6.506279999999999,fuel free,1.0,2.9,2.9,0.0,solar,FF
518-1,combined cycle,13.1328,natural gas,1.0,14.5,7.5,6.0,,CHP
52-3,boiler,37.89936,natural gas,1.0,9.0,9.0,0.0,,HOB
52-4,heat pump - other,2.5326,electricity,1.0,0.095,0.5,0.0,industry,HP
523-10,boiler,2.988,wood pellets,1.0,4.85,4.16,0.0,,HOB
523-3,boiler,73.28880000000001,wood chips,1.0,10.0,10.0,0.0,,HOB
523-4,solar,21.6,fuel free,1.0,13.0,13.0,0.0,solar,FF
523-5,heat pump - other,21.52116,electricity,1.0,1.0,4.7,0.0,industry,HP
523-6,boiler,2.9484,electricity,1.0,1.0,1.0,0.0,,HOB
523-7,heat pump - air,79.56,electricity,1.0,1.9,5.4,0.0,ambient,HP
523-8,boiler,10.26,electricity,1.0,15.0,15.0,0.0,,HOB
524-1,boiler,9.108972,natural gas,1.0,4.7,4.5,0.0,,HOB
525-1,boiler,9.2304,natural gas,1.0,10.0,11.0,0.0,,HOB
525-2,geothermal,70.4304,fuel free,1.0,8.6,8.3,0.0,geothermal,FF
525-4,boiler,174.3876,straw,1.0,11.5,9.8,0.0,,HOB
526-1,boiler,2.1132,natural gas,1.0,16.5,17.5,0.0,,HOB
53-1,boiler,6.2982,natural gas,1.0,11.0,11.6,0.0,,HOB
53-6,boiler,124.01316,wood chips,0.4352567083447762,3.4820536667582096,3.4820536667582096,0.0,,HOB
53-6,boiler,124.01316,wood waste,0.5647432916552239,4.517946333241791,4.517946333241791,0.0,,HOB
53-9,boiler,15.24492,electricity,1.0,11.5,11.5,0.0,,HOB
530-1,boiler,34.2684,straw,1.0,3.15,3.15,0.0,,HOB
531-1,combustion engine,6.70032,biofuels,0.9452752051743613,4.915431066906678,2.6467705744882113,1.9850779308661588,,CHP
531-1,combustion engine,6.70032,natural gas,0.054724794825638724,0.2845689330933214,0.15322942551178842,0.11492206913384133,,CHP
531-3,boiler,2.99592,natural gas,1.0,2.7,2.3,0.0,,HOB
531-4,boiler,10.8162,wood chips,1.0,2.11,1.9,0.0,,HOB
532-1,combustion engine,7.3512,natural gas,1.0,6.0,3.5,2.0,,CHP
532-3,solar,6.1848,fuel free,1.0,1.0,1.0,0.0,solar,FF
532-4,heat pump - air,14.7492,electricity,1.0,1.4,1.2,0.0,ambient,HP
533-2,combustion engine,3.007368,natural gas,1.0,13.0,6.5,5.5,,CHP
533-5,solar,35.73,fuel free,1.0,6.5,6.5,0.0,solar,FF
533-6,boiler,19.494,electricity,1.0,2.945,2.9,0.0,,HOB
533-7,boiler,14.318424,natural gas,1.0,4.4,4.4,0.0,,HOB
533-9,boiler,11.658276,wood pellets,1.0,3.4,3.2,0.0,,HOB
534-3,boiler,36.342,wood chips,1.0,3.5,3.5,0.0,,HOB
535-2,boiler,11.916,natural gas,1.0,3.0,3.15,0.0,,HOB
535-4,heat pump - air,28.26,electricity,1.0,0.7,2.0,0.0,ambient,HP
543-1,boiler,20.511,natural gas,1.0,5.8,5.6,0.0,,HOB
543-3,combustion engine,31.63572000000001,natural gas,1.0,11.45,5.3,4.99,,CHP
543-5,solar,10.25892,fuel free,1.0,4.0,4.0,0.0,solar,FF
543-6,solar,3.41604,fuel free,1.0,2.5,2.5,0.0,solar,FF
544-3,boiler,37.52244,straw,1.0,4.5,4.0,0.0,,HOB
547-15,boiler,14.6844,electricity,1.0,8.0,8.0,0.0,,HOB
547-5,combustion engine,28.3284,natural gas,1.0,11.5,5.3,5.1,,CHP
547-8,boiler,15.6708,wood pellets,1.0,0.95,0.95,0.0,,HOB
548-2,boiler,36.1,wood chips,1.0,4.29,4.5,0.0,,HOB
548-4,boiler,56.51,wood chips,1.0,2.4,2.55,0.0,,HOB
549-1,boiler,68.5584,wood chips,1.0,7.0,7.0,0.0,,HOB
549-2,boiler,18.7596,wood chips,1.0,3.0,3.7,0.0,,HOB
551-3,solar,2.5884,fuel free,1.0,3.5,3.5,0.0,solar,FF
551-4,boiler,16.53,straw,1.0,3.5,3.5,0.0,,HOB
552-4,combustion engine,10.58688,natural gas,1.0,7.75,4.0,3.36,,CHP
552-5,boiler,3.9204,electricity,1.0,8.0,8.0,0.0,,HOB
556-1,boiler,2.61144,natural gas,1.0,7.796,7.23,0.0,,HOB
556-2,boiler,2.61144,natural gas,1.0,15.455,13.81,0.0,,HOB
558-3,boiler,113.8824,wood chips,1.0,6.0,7.0,0.0,,HOB
558-5,boiler,99.89640000000001,wood chips,1.0,6.0,7.0,0.0,,HOB
558-6,heat pump - other,7.6896,electricity,1.0,0.2,0.5,0.0,industry,HP
558-7,heat pump - other,7.6428,electricity,1.0,0.2,0.5,0.0,industry,HP
559-2,boiler,128.808,straw,1.0,10.0,10.0,0.0,,HOB
561-4,boiler,52.00704,wood chips,1.0,4.0,4.0,0.0,,HOB
562-5,boiler,12.21696,wood pellets,1.0,1.0,1.0,0.0,,HOB
564-1,boiler,37.44,wood chips,1.0,4.5,4.5,0.0,,HOB
564-4,heat pump - air,12.8376,electricity,1.0,0.5,1.6,0.0,ambient,HP
565-3,boiler,9.7848,natural gas,1.0,10.5,10.5,0.0,,HOB
566-1,combustion engine,27.432,natural gas,1.0,7.5,4.3,3.2,,CHP
566-3,combustion engine,26.046,natural gas,1.0,7.5,4.0,3.0,,CHP
566-4,boiler,47.5596,electricity,1.0,10.0,10.0,0.0,,HOB
567-3,combustion engine,13.27032,natural gas,1.0,6.6,3.35,2.7,,CHP
567-4,combustion engine,13.27032,natural gas,1.0,6.6,3.35,2.7,,CHP
567-5,combustion engine,94.3848,biofuels,1.0,7.08,4.0,3.04,,CHP
567-6,heat pump - other,8.86392,electricity,1.0,0.12,0.54,0.0,industry,HP
567-7,boiler,18.43632,electricity,1.0,15.0,15.0,0.0,,HOB
568-1,boiler,18.13,wood pellets,1.0,2.5,2.5,0.0,,HOB
57-3,combustion engine,6.246,natural gas,1.0,2.69,1.5,1.04,,CHP
57-4,combustion engine,5.774400000000001,natural gas,1.0,2.69,1.5,1.04,,CHP
57-5,combustion engine,4.5468,natural gas,1.0,2.69,1.5,1.04,,CHP
57-6,combustion engine,3.5532,natural gas,1.0,2.69,1.5,1.04,,CHP
57-7,boiler,16.2216,natural gas,1.0,5.0,5.0,0.0,,HOB
570-6,boiler,14.976,natural gas,1.0,7.7,7.0,0.0,,HOB
571-10,boiler,32.5584,electricity,1.0,10.0,10.0,0.0,,HOB
571-6,combustion engine,14.0688,natural gas,1.0,8.8,4.4,3.61,,CHP
571-7,combustion engine,7.1856,natural gas,1.0,6.6,3.3,2.7,,CHP
571-8,combustion engine,7.1532,natural gas,1.0,6.6,3.3,2.7,,CHP
572-1,boiler,2.0988,natural gas,1.0,10.8,11.0,0.0,,HOB
574-1,boiler,12.29148,natural gas,1.0,6.5,6.3,0.0,,HOB
574-7,boiler,42.9228,electricity,1.0,14.0,14.0,0.0,,HOB
586-1,boiler,2.80185,gas oil,1.0,26.5,23.0,0.0,,HOB
586-2,boiler,2.77162,gas oil,1.0,26.5,23.0,0.0,,HOB
586-3,boiler,2.54008,gas oil,1.0,26.5,23.0,0.0,,HOB
587-1,boiler,3.13361,natural gas,1.0,25.0,25.0,0.0,,HOB
587-4,boiler,3.12784,natural gas,1.0,25.0,25.0,0.0,,HOB
589-3,boiler,27.4716,wood waste,1.0,3.5,4.0,0.0,,HOB
589-4,boiler,132.9624,wood waste,1.0,10.0,10.0,0.0,,HOB
591-1,boiler,9.118728,gas oil,1.0,26.5,25.0,0.0,,HOB
597-1,boiler,50.62356,gas oil,1.0,31.0,25.0,0.0,,HOB
598-1,boiler,4.914576,gas oil,1.0,10.3,9.3,0.0,,HOB
6-10,boiler,186.6564,wood chips,1.0,10.0,10.0,0.0,,HOB
6-11,solar,46.224,fuel free,1.0,17.0,17.0,0.0,solar,FF
60-1,combustion engine,2.2788,natural gas,1.0,7.13,3.15,2.8,,CHP
60-4,boiler,18.342,electricity,1.0,7.0,7.0,0.0,,HOB
604-1,boiler,26.182476,gas oil,1.0,26.5,25.0,0.0,,HOB
61-8,solar,11.5956,fuel free,1.0,5.0,5.0,0.0,solar,FF
62-1,combustion engine,4.78296,natural gas,1.0,7.7,4.0,3.0,,CHP
62-3,boiler,11.682,electricity,1.0,5.0,5.0,0.0,,HOB
621-1,boiler,43.0776,straw,1.0,3.45,3.15,0.0,,HOB
621-7,solar,10.1736,fuel free,1.0,4.0,4.0,0.0,solar,FF
624-2,boiler,33.6168,electricity,1.0,6.0,6.0,0.0,,HOB
625-2,solar,8.1324,fuel free,1.0,4.0,4.0,0.0,solar,FF
625-4,boiler,30.20796,straw,1.0,1.7,1.5,0.0,,HOB
626-3,boiler,56.952,straw,1.0,6.3,6.3,0.0,,HOB
627-1,boiler,4.276800000000001,natural gas,1.0,4.8,5.12,0.0,,HOB
627-2,combustion engine,3.2256,natural gas,1.0,5.7,3.3,2.07,,CHP
629-3,boiler,36.04320000000001,straw,1.0,3.2,2.9,0.0,,HOB
63-2,boiler,7.9236,natural gas,1.0,3.5,3.5,0.0,,HOB
63-5,boiler,5.004,natural gas,1.0,5.4,5.0,0.0,,HOB
63-7,boiler,5.961600000000001,electricity,1.0,10.0,10.0,0.0,,HOB
630-1,boiler,9.961200000000002,wood chips,1.0,4.0,4.0,0.0,,HOB
632-1,boiler,114.0156,straw,1.0,6.5,6.5,0.0,,HOB
634-2,boiler,18.782,wood chips,1.0,2.0,2.0,0.0,,HOB
635-2,heat pump - air,196.6968,electricity,1.0,5.0,15.0,0.0,ambient,HP
635-3,boiler,166.986,natural gas,1.0,15.0,15.0,0.0,,HOB
636-4,steam turbine,3548.582,coal,0.9972352268380632,816.7356507803738,420.83326572566267,383.93556233265434,,CHP
636-8,boiler,194.40252,electricity,1.0,35.0,35.0,0.0,,HOB
637-1,gas turbine,2.5128,natural gas,1.0,29.0,17.7,9.0,,CHP
637-2,boiler,5.2488,natural gas,1.0,14.0,16.5,0.0,,HOB
639-4,boiler,45.4176,straw,1.0,3.5,3.5,0.0,,HOB
640-3,boiler,16.56,straw,0.9823269513991163,0.9725036818851251,0.8840942562592047,0.0,,HOB
641-1,boiler,181.422,municipal waste,1.0,7.8,7.0,0.0,,HOB
642-2,boiler,146.0448,wood waste,0.9782559162256427,13.695582827158997,6.51518440206278,0.0,,HOB
646-1,boiler,29.39601,natural gas,1.0,19.6,18.0,0.0,,HOB
646-3,boiler,26.70433,natural gas,1.0,19.6,18.0,0.0,,HOB
646-4,boiler,20.81889,natural gas,1.0,19.6,18.0,0.0,,HOB
648-4,boiler,72.91080000000001,straw,1.0,5.5,5.5,0.0,,HOB
649-5,boiler,21.114,straw,1.0,0.95,0.95,0.0,,HOB
651-1,boiler,16.1028,wood waste,1.0,3.5,3.0,0.0,,HOB
655-7,combustion engine,6.0552,biofuels,1.0,1.71,0.925,0.635,,CHP
655-8,combustion engine,7.4952,biofuels,1.0,1.72,0.93,0.635,,CHP
656-3,combustion engine,21.4452,natural gas,1.0,4.4,2.3,1.8,,CHP
656-4,heat pump - other,5.8248,electricity,1.0,0.5,1.5,0.0,industry,HP
657-3,boiler,64.05984000000001,straw,1.0,6.3,6.3,0.0,,HOB
658-2,combined cycle,68.022,wood chips,0.9999028989408655,3.999611595763462,2.499757247352164,0.9999028989408655,,CHP
661-4,boiler,6.3216,wood pellets,1.0,1.0,0.93,0.0,,HOB
661-6,combustion engine,5.69196,biofuels,0.8913024276679348,4.6704247209799785,2.1391258264030433,1.9608653408694567,,CHP
661-6,combustion engine,5.69196,natural gas,0.10869757233206515,0.5695752790200214,0.26087417359695636,0.23913465913054333,,CHP
661-7,combustion engine,17.702568,biofuels,1.0,2.843,1.45,1.194,,CHP
661-8,boiler,39.168,wood chips,1.0,2.0,2.2,0.0,,HOB
661-9,heat pump - air,2.2572,electricity,1.0,0.7,2.0,0.0,ambient,HP
663-4,boiler,13.09752,wood pellets,1.0,0.99,1.19,0.0,,HOB
664-3,boiler,28.1808,wood chips,1.0,1.5,1.5,0.0,,HOB
667-2,boiler,43.0848,wood chips,1.0,4.9,4.9,0.0,,HOB
667-3,solar,10.2384,fuel free,1.0,4.3,4.3,0.0,solar,FF
668-1,boiler,6.699,wood waste,1.0,0.9,0.9,0.0,,HOB
670-4,boiler,3.54096,natural gas,1.0,8.4,7.32,0.0,,HOB
677-1,combustion engine,2.5866,natural gas,1.0,2.6,1.6,1.0,,CHP
678-1,boiler,22.608,wood chips,1.0,2.5,2.5,0.0,,HOB
679-3,boiler,24.876,wood chips,1.0,2.5,2.5,0.0,,HOB
680-1,boiler,40.8816,straw,1.0,2.3,2.3,0.0,,HOB
683-2,boiler,2.97108,natural gas,1.0,4.56,4.1,0.0,,HOB
683-5,boiler,19.57698,wood pellets,1.0,1.0,0.9,0.0,,HOB
683-6,heat pump - air,15.25896,electricity,1.0,0.287,1.272,0.0,ambient,HP
684-1,combustion engine,6.12,natural gas,1.0,3.42,1.65,1.36,,CHP
684-3,boiler,4.9356,wood pellets,1.0,0.999,0.9,0.0,,HOB
684-4,heat pump - air,6.7428,electricity,1.0,0.1,0.3,0.0,ambient,HP
687-2,combustion engine,10.30212,biofuels,1.0,1.33,0.75,0.52,,CHP
687-3,boiler,2.48004,biofuels,1.0,1.6,1.6,0.0,,HOB
687-5,combustion engine,37.87092000000001,biofuels,1.0,2.89,1.61,1.2,,CHP
689-1,boiler,67.0464,straw,1.0,6.3,6.3,0.0,,HOB
694-3,boiler,2.52864,natural gas,1.0,2.5,2.5,0.0,,HOB
694-4,boiler,8.19216,natural gas,1.0,7.0,7.0,0.0,,HOB
699-1,steam turbine,500.9868,municipal waste,0.8496540386269001,13.849360829618472,12.065087348501981,2.8038583274687703,,CHP
699-1,steam turbine,500.9868,wood waste,0.14746848511576413,2.4037363073869553,2.0940524886438507,0.4866460008820216,,CHP
7-16,industrial heat,471.694,fuel free,1.0,182.0,70.0,0.0,industry,FF
7-17,industrial heat,552.296,fuel free,1.0,80.0,32.0,0.0,industry,FF
70-3,boiler,28.639,wood chips,1.0,2.4,2.4,0.0,,HOB
702-1,combustion engine,2.89188,natural gas,1.0,3.09,1.77,1.32,,CHP
702-4,heat pump - air,15.881292,electricity,1.0,0.25,1.1,0.0,ambient,HP
703-3,solar,4.5912492,fuel free,1.0,2.3,2.3,0.0,solar,FF
703-4,heat pump - air,11.703006,electricity,1.0,0.34,1.05,0.0,ambient,HP
704-1,combustion engine,9.48924,natural gas,1.0,5.1,2.5,2.0,,CHP
704-2,boiler,10.76328,natural gas,1.0,3.15,3.15,0.0,,HOB
704-3,boiler,21.70718,wood chips,1.0,0.99,0.9,0.0,,HOB
705-4,boiler,27.2412,wood chips,1.0,1.5,1.5,0.0,,HOB
706-1,combustion engine,10.46304,natural gas,1.0,7.27,3.3,2.69,,CHP
706-2,boiler,4.324896,natural gas,1.0,4.3,5.0,0.0,,HOB
706-3,boiler,24.63876,straw,1.0,1.7,1.5,0.0,,HOB
706-4,solar,13.91364,fuel free,1.0,4.0,4.0,0.0,solar,FF
707-3,boiler,8.744399999999999,wood waste,0.8971045704714046,0.6728284278535535,0.6728284278535535,0.0,,HOB
707-3,boiler,8.744399999999999,wood pellets,0.10289542952859536,0.07717157214644652,0.07717157214644652,0.0,,HOB
708-2,combustion engine,6.4152,natural gas,1.0,4.98,2.52,1.98,,CHP
708-5,heat pump - air,23.832,electricity,1.0,0.4,1.2,0.0,ambient,HP
709-3,boiler,11.2032,wood waste,1.0,0.75,0.75,0.0,,HOB
710-1,combustion engine,4.0464,natural gas,1.0,1.85,1.0,0.74,,CHP
710-3,boiler,4.734,straw,1.0,0.99,0.99,0.0,,HOB
711-2,boiler,3.463272,natural gas,1.0,2.5,2.4,0.0,,HOB
711-3,boiler,29.1477,wood chips,1.0,0.999,0.999,0.0,,HOB
712-4,boiler,24.1056,wood chips,1.0,2.0,2.0,0.0,,HOB
713-3,boiler,16.7076,wood chips,1.0,1.6,1.6,0.0,,HOB
714-2,combustion engine,3.107520000000001,natural gas,1.0,5.0,2.4,2.02,,CHP
714-3,boiler,11.93004,wood waste,1.0,1.0,1.0,0.0,,HOB
714-4,heat pump - air,11.6496,electricity,1.0,0.24,0.88,0.0,ambient,HP
715-3,boiler,4.438800000000001,straw,1.0,6.3,6.3,0.0,,HOB
