vrkanl_ny,technology_type,varmelev_TJ,fuel,fuel_share,fuel_capacity_allocation,heat_capacity_allocation,elec_capacity_allocation,source,technology_category
1-14,industrial heat,1531.996,fuel free,1.0,56.0,56.0,0.0,industry,FF
1-2,gas turbine,248.967,refinery gas,1.0,97.23,52.0,26.0,,CHP
10-6,boiler,5.367,natural gas,1.0,12.6,11.6,0.0,,HOB
10-7,boiler,6.633,natural gas,0.9847473946567864,12.407817172675509,11.423069778018721,0.0,,HOB
10-8,boiler,10.706,natural gas,1.0,12.6,11.6,0.0,,HOB
10-9,boiler,8.715,natural gas,0.9949511967956209,12.536385079624823,11.541433882829203,0.0,,HOB
1003-1,combustion engine,16.5065292,natural gas,1.0,7.6,4.2,3.06,,CHP
1003-3,boiler,18.86994,electricity,1.0,2.95,2.95,0.0,,HOB
1003-4,solar,18.18864,fuel free,1.0,7.2,7.2,0.0,solar,FF
1003-5,heat pump - air,5.06592,electricity,1.0,0.269,1.6,0.0,ambient,HP
1003-7,boiler,22.234752,natural gas,1.0,4.25,7.3,0.0,,HOB
1015-2,boiler,3.06,natural gas,1.0,4.5,4.5,0.0,,HOB
102-3,boiler,12.1356,natural gas,1.0,7.3,8.9,0.0,,HOB
103-3,boiler,109.7856,natural gas,1.0,11.6,11.6,0.0,,HOB
1042-1,combined cycle,460.782,natural gas,1.0,115.02,60.0,54.25,,CHP
1042-2,combined cycle,341.1432,natural gas,1.0,115.02,60.0,54.3,,CHP
1042-5,boiler,178.451316,electricity,1.0,30.0,30.0,0.0,,HOB
1042-6,steam boiler,18.2124,natural gas,1.0,27.712,25.0,0.0,,HOB
1042-7,boiler,174.17016,electricity,1.0,50.0,50.0,0.0,,HOB
1043-3,boiler,10.41408,wood chips,0.6193119149714232,0.6193119149714232,0.6193119149714232,0.0,,HOB
1043-3,boiler,10.41408,wood pellets,0.38068808502857676,0.38068808502857676,0.38068808502857676,0.0,,HOB
1043-4,heat pump - air,5.4612,electricity,1.0,0.1466,0.44,0.0,ambient,HP
1044-1,boiler,7.4772,wood pellets,1.0,0.65,0.65,0.0,,HOB
1046-2,boiler,22.922,wood waste,1.0,1.0,1.0,0.0,,HOB
1047-3,boiler,21.9924,straw,1.0,1.0,1.0,0.0,,HOB
1049-1,combustion engine,2.30328,natural gas,1.0,5.0,2.25,2.02,,CHP
1049-3,boiler,21.537,wood pellets,1.0,1.0,0.9,0.0,,HOB
1053-3,boiler,12.0744,wood pellets,1.0,0.7,0.7,0.0,,HOB
1053-4,solar,14.6592,fuel free,1.0,6.2,6.2,0.0,solar,FF
1053-5,boiler,2.3076,natural gas,1.0,2.0,2.0,0.0,,HOB
1053-6,boiler,9.532800000000002,wood pellets,1.0,1.3,1.3,0.0,,HOB
1054-1,boiler,7.328,wood chips,1.0,0.49,0.48,0.0,,HOB
1054-2,boiler,7.329,wood chips,1.0,0.49,0.48,0.0,,HOB
1057-2,boiler,24.894,natural gas,1.0,5.53,5.5,0.0,,HOB
1057-5,boiler,16.9056,electricity,1.0,10.0,10.0,0.0,,HOB
1057-8,solar,42.3828,fuel free,1.0,24.0,24.0,0.0,solar,FF
1058-1,combustion engine,10.20312,natural gas,1.0,2.1,1.2,0.9,,CHP
1058-2,boiler,6.47136,natural gas,1.0,1.6,1.5,0.0,,HOB
1059-1,combustion engine,4.302359999999999,natural gas,1.0,7.2,3.7,2.8,,CHP
1059-2,combustion engine,3.04488,natural gas,1.0,7.2,3.7,2.8,,CHP
1063-1,combined cycle,600.0416,municipal waste,0.8523000191530178,117.61740264311645,51.138001149181065,49.43340111087503,,CHP
1063-1,combined cycle,600.0416,straw,0.0481045036352334,6.63842150166221,2.886270218114004,2.7900612108435374,,CHP
1063-1,combined cycle,600.0416,wood waste,0.09959526051955758,13.744145951698947,5.975715631173455,5.77652511013434,,CHP
1064-1,combustion engine,10.00116,natural gas,1.0,7.41,3.7,3.04,,CHP
1064-2,boiler,8.765640000000001,natural gas,1.0,10.0,10.0,0.0,,HOB
1065-1,combustion engine,19.782,natural gas,1.0,8.67,4.6,3.64,,CHP
1065-2,boiler,16.2612,electricity,1.0,4.5,4.5,0.0,,HOB
1065-3,boiler,2.2284,natural gas,1.0,7.5,7.5,0.0,,HOB
1067-2,boiler,32.205,electricity,1.0,10.0,10.0,0.0,,HOB
1067-3,boiler,93.249,wood chips,1.0,6.3,6.3,0.0,,HOB
1068-7,boiler,21.16512,natural gas,1.0,8.5,8.5,0.0,,HOB
1068-8,boiler,2.15676,gas oil,0.8584243727501706,8.584243727501706,7.983346666576587,0.0,,HOB
1068-8,boiler,2.15676,natural gas,0.14157562724982947,1.4157562724982946,1.3166533334234143,0.0,,HOB
1068-9,boiler,42.28164,electricity,1.0,10.0,10.0,0.0,,HOB
1069-1,combined cycle,174.0312,natural gas,1.0,128.2,56.0,57.0,,CHP
1069-10,heat pump - air,90.7308,electricity,1.0,2.8,12.0,0.0,ambient,HP
1069-6,boiler,114.8796,natural gas,1.0,15.0,15.8,0.0,,HOB
1069-7,boiler,114.8796,natural gas,1.0,15.0,15.8,0.0,,HOB
1069-9,boiler,60.5268,electricity,1.0,50.0,50.0,0.0,,HOB
1070-1,boiler,2.5812,natural gas,1.0,16.5,17.3,0.0,,HOB
1070-11,boiler,5.1732,electricity,1.0,20.0,19.85,0.0,,HOB
1070-3,combustion engine,2.5308,natural gas,1.0,7.79,4.2,3.2,,CHP
1070-4,combustion engine,2.9376,natural gas,1.0,7.79,4.2,3.2,,CHP
1070-5,combustion engine,3.5136,natural gas,1.0,7.79,4.2,3.2,,CHP
1070-6,combustion engine,3.996,natural gas,1.0,7.79,4.2,3.2,,CHP
1070-7,combustion engine,4.2336,natural gas,1.0,7.79,4.2,3.2,,CHP
1070-8,combustion engine,3.5172,natural gas,1.0,7.79,4.2,3.2,,CHP
1070-9,combustion engine,2.7792,natural gas,1.0,7.79,4.2,3.2,,CHP
1073-2,boiler,2.32164,natural gas,1.0,1.7,1.7,0.0,,HOB
1073-3,solar,6.337800000000001,fuel free,1.0,2.6,2.6,0.0,solar,FF
1073-4,boiler,16.75008,wood chips,1.0,1.2,1.2,0.0,,HOB
1074-3,boiler,9.234575999999999,wood waste,1.0,0.994,0.889,0.0,,HOB
1074-4,heat pump - other,7.896240000000001,electricity,1.0,0.2,0.66,0.0,industry,HP
1075-3,boiler,14.604192,wood waste,1.0,0.994,0.889,0.0,,HOB
1075-4,heat pump - air,5.377248000000001,electricity,1.0,0.14,0.52,0.0,ambient,HP
1076-3,boiler,9.3141,wood waste,1.0,0.86,0.8,0.0,,HOB
1077-1,combustion engine,3.8772,natural gas,1.0,3.3,1.75,1.41,,CHP
1077-2,boiler,3.7296,natural gas,1.0,2.5,2.5,0.0,,HOB
1077-3,heat pump - air,14.4108,electricity,1.0,0.37,1.16,0.0,ambient,HP
1078-5,boiler,2.394,natural gas,1.0,4.07,4.22,0.0,,HOB
1078-6,solar,8.856,fuel free,1.0,4.0,4.0,0.0,solar,FF
1080-3,boiler,2.0466,electricity,1.0,2.95,2.95,0.0,,HOB
1081-2,boiler,3.4992,natural gas,1.0,2.78,2.5,0.0,,HOB
1091-11,combustion engine,19.2672,biofuels,1.0,7.049,4.002,3.047,,CHP
1091-12,combustion engine,19.2672,biofuels,1.0,7.049,4.002,3.047,,CHP
11-4,boiler,60.706512,wood chips,1.0,4.985,6.0,0.0,,HOB
110-3,combustion engine,8.4852,biofuels,1.0,2.24,1.1,0.81,,CHP
110-4,combustion engine,23.9292,biofuels,1.0,3.56,1.75,1.47,,CHP
110-5,combustion engine,49.94280000000001,biofuels,1.0,7.166,3.763,3.047,,CHP
110-6,combustion engine,81.162,biofuels,1.0,6.951,3.61,2.999,,CHP
1101-6,combustion engine,25.4376,biofuels,1.0,7.049,4.002,3.047,,CHP
1101-7,combustion engine,25.4376,biofuels,1.0,7.049,4.002,3.047,,CHP
111-5,boiler,26.3448,wood chips,1.0,5.0,6.0,0.0,,HOB
111-6,boiler,57.9348,wood chips,1.0,5.0,6.0,0.0,,HOB
113-1,industrial heat,3.7413,fuel free,1.0,1.9,1.9,0.0,industry,FF
114-3,boiler,18.7524,fuel oil,0.7253935752190185,5.0052156690112275,5.0052156690112275,0.0,,HOB
114-3,boiler,18.7524,natural gas,0.2746064247809817,1.8947843309887737,1.8947843309887737,0.0,,HOB
114-5,heat pump - industrial heat,36.72324,electricity,1.0,0.6,2.5,0.0,industry,HP
114-6,boiler,7.888752,natural gas,1.0,5.0,5.0,0.0,,HOB
1159-8,combustion engine,5.6631924,biofuels,1.0,0.878,0.441,0.357,,CHP
116-1,industrial heat,47.75436,fuel free,1.0,14.0,14.0,0.0,industry,FF
1171-1,boiler,10.836,straw,0.9967124528108208,0.9867453282827126,0.9867453282827126,0.0,,HOB
1173-3,boiler,11.5056,natural gas,1.0,3.7,3.7,0.0,,HOB
1173-5,heat pump - air,38.8008,electricity,1.0,1.0,2.5,0.0,ambient,HP
1174-3,boiler,19.1484,straw,1.0,0.93,0.93,0.0,,HOB
1176-3,boiler,2.5326,gas oil,1.0,3.5,3.15,0.0,,HOB
1176-4,boiler,2.05344,biofuels,1.0,1.8,1.6,0.0,,HOB
1176-5,combustion engine,16.24356,biofuels,1.0,2.02,0.99,0.84,,CHP
1176-6,boiler,15.888132,wood chips,1.0,1.2,1.1,0.0,,HOB
1177-2,boiler,11.7,wood waste,1.0,1.0,1.0,0.0,,HOB
1178-1,combustion engine,24.5628,biofuels,0.8549442518915815,3.6335130705392213,2.0518662045397957,1.5816468659994258,,CHP
1178-1,combustion engine,24.5628,natural gas,0.14505574810841854,0.6164869294607788,0.34813379546020445,0.2683531340005743,,CHP
1178-2,boiler,2.7324,electricity,1.0,2.0,2.0,0.0,,HOB
1179-2,boiler,11.87604,wood waste,1.0,1.0,1.0,0.0,,HOB
118-4,boiler,60.16464000000001,wood chips,1.0,8.0,10.0,0.0,,HOB
118-5,boiler,125.11332,wood chips,1.0,10.0,12.0,0.0,,HOB
118-6,boiler,32.0724,electricity,1.0,12.0,12.0,0.0,,HOB
1182-2,boiler,2.4408,biofuels,1.0,0.45,0.5,0.0,,HOB
1182-4,combustion engine,3.4758,biofuels,1.0,0.51,0.26,0.21,,CHP
119-1,steam turbine,410.406048,municipal waste,0.9961366219085822,24.206119912378547,17.93045919435448,4.48261479858862,,CHP
119-2,steam turbine,431.2728,municipal waste,0.9961363611270131,24.206113575386418,17.930454500286235,4.482613625071559,,CHP
119-5,steam turbine,1123.949952,municipal waste,0.9961364531120392,53.791368468050116,39.34738989792555,11.256341920166044,,CHP
1195-3,boiler,6.422400000000001,biofuels,1.0,0.48,0.48,0.0,,HOB
120-2,boiler,4.869359999999999,natural gas,1.0,5.8,5.6,0.0,,HOB
120-4,combustion engine,9.306,natural gas,1.0,4.2,2.2,1.82,,CHP
120-5,solar,12.10716,fuel free,1.0,6.3,6.3,0.0,solar,FF
120-6,combustion engine,17.88948,natural gas,1.0,4.545,2.3,2.0,,CHP
120-7,heat pump - air,15.42168,electricity,1.0,1.2,3.6,0.0,ambient,HP
121-7,boiler,3.30659,gas oil,1.0,54.0,50.0,0.0,,HOB
121-8,boiler,5.60873,gas oil,1.0,54.0,50.0,0.0,,HOB
121-9,boiler,6.600470000000001,gas oil,1.0,54.0,50.0,0.0,,HOB
1213-2,boiler,22.36464,natural gas,1.0,5.0,4.27,0.0,,HOB
1216-3,combustion engine,13.3992,biofuels,1.0,1.572,0.709,0.635,,CHP
122-5,boiler,14.76,natural gas,0.9934879510893777,16.243528000311326,16.88929516851942,0.0,,HOB
122-6,boiler,14.74416,natural gas,1.0,16.35,16.35,0.0,,HOB
1223-4,boiler,2.8152,natural gas,1.0,2.0,1.8,0.0,,HOB
123-3,boiler,2.8008,natural gas,1.0,9.75,9.75,0.0,,HOB
123-4,boiler,30.29904,natural gas,1.0,9.75,9.75,0.0,,HOB
1235-1,boiler,66.654,wood chips,1.0,5.0,5.6,0.0,,HOB
1235-2,boiler,37.6308,wood chips,1.0,5.0,5.6,0.0,,HOB
1235-5,boiler,51.2244,electricity,1.0,10.0,10.0,0.0,,HOB
124-1,combustion engine,3.969,natural gas,1.0,13.75,5.87,5.4,,CHP
124-3,combustion engine,3.969,natural gas,1.0,13.75,5.87,5.4,,CHP
124-5,boiler,3.69216,natural gas,1.0,6.3,6.2,0.0,,HOB
124-6,boiler,17.065296,natural gas,1.0,6.3,6.3,0.0,,HOB
124-7,boiler,25.671636,natural gas,1.0,8.0,8.3,0.0,,HOB
124-8,boiler,67.73832,electricity,1.0,10.0,9.9,0.0,,HOB
1245-3,solar,6.429600000000001,fuel free,1.0,2.0,2.0,0.0,solar,FF
125-5,boiler,150.0012,wood chips,1.0,8.7,8.7,0.0,,HOB
125-6,boiler,154.3716,wood chips,1.0,8.7,8.7,0.0,,HOB
125-7,boiler,83.545,wood pellets,1.0,10.0,10.0,0.0,,HOB
1263-4,boiler,2.7036,biofuels,1.0,0.5,0.5,0.0,,HOB
1263-6,boiler,9.604800000000001,wood chips,1.0,1.1,1.1,0.0,,HOB
1263-7,heat pump - air,11.4228,electricity,1.0,0.3,0.85,0.0,ambient,HP
1263-8,heat pump - air,3.1392,electricity,1.0,0.25,0.6,0.0,ambient,HP
1268-3,boiler,11.5452,natural gas,1.0,3.4,3.2,0.0,,HOB
1268-6,solar,4.269600000000001,fuel free,1.0,1.7,1.7,0.0,solar,FF
1268-7,heat pump - water,18.666,electricity,1.0,0.5094,2.048,0.0,ambient,HP
127-2,boiler,50.5656,wood chips,1.0,5.5,6.8,0.0,,HOB
127-3,boiler,18.5328,wood chips,1.0,4.0,5.0,0.0,,HOB
127-4,solar,20.2212,fuel free,1.0,6.8,6.8,0.0,solar,FF
1286-3,solar,21.9312,fuel free,1.0,11.0,11.0,0.0,solar,FF
1286-4,solar,6.9264,fuel free,1.0,3.5,3.5,0.0,solar,FF
129-4,combustion engine,5.7096,natural gas,1.0,9.85,4.73,3.75,,CHP
129-5,combustion engine,2.4984,natural gas,1.0,9.85,4.73,3.75,,CHP
13-1,boiler,36.3096,straw,1.0,3.5,3.15,0.0,,HOB
13-2,solar,9.349200000000002,fuel free,1.0,4.0,4.0,0.0,solar,FF
1302-2,combustion engine,25.5924,biofuels,1.0,2.2,1.2,0.901,,CHP
1302-4,combustion engine,4.0212,biofuels,1.0,2.2,0.95,0.901,,CHP
131-4,boiler,16.844,wood chips,1.0,3.228,3.5,0.0,,HOB
1318-2,boiler,42.7356,natural gas,1.0,5.26,5.0,0.0,,HOB
1318-3,combustion engine,2.7252,natural gas,1.0,2.91,1.5,1.0,,CHP
1318-4,combustion engine,3.1104,natural gas,1.0,2.91,1.5,1.0,,CHP
1318-5,solar,14.7312,fuel free,1.0,5.6,5.6,0.0,solar,FF
1318-6,boiler,8.6796,wood pellets,1.0,1.67,1.5,0.0,,HOB
1319-1,combustion engine,5.3424,natural gas,1.0,2.9,1.45,1.04,,CHP
1319-2,boiler,2.7,natural gas,1.0,3.05,3.05,0.0,,HOB
1319-3,heat pump - air,12.4632,electricity,1.0,0.2,0.95,0.0,ambient,HP
1321-2,boiler,10.46592,natural gas,1.0,4.0,4.0,0.0,,HOB
1322-3,solar,4.9968,fuel free,1.0,2.3,2.3,0.0,solar,FF
1328-2,boiler,5.5235232,natural gas,1.0,1.1,1.0,0.0,,HOB
1345-3,heat pump - air,6.037199999999999,electricity,1.0,0.12,0.4,0.0,ambient,HP
1346-5,boiler,20.87789,wood chips,1.0,4.0,4.0,0.0,,HOB
1346-6,boiler,58.42059,wood chips,1.0,5.5,5.5,0.0,,HOB
1348-2,boiler,3.6467928,natural gas,1.0,1.1,1.0,0.0,,HOB
1351-1,boiler,69.783,gas oil,0.04247789593607981,0.9345137105937559,0.8495579187215963,0.0,,HOB
1351-1,boiler,69.783,natural gas,0.9575221040639201,21.065486289406245,19.150442081278403,0.0,,HOB
1351-2,boiler,209.76,electricity,1.0,80.0,80.0,0.0,,HOB
1352-1,boiler,2.523,natural gas,1.0,11.0,10.0,0.0,,HOB
1353-1,boiler,6.79212,natural gas,1.0,6.0,6.0,0.0,,HOB
1365-1,boiler,32.328,wood chips,1.0,4.0,4.0,0.0,,HOB
1365-2,solar,13.6584,fuel free,1.0,5.1,5.1,0.0,solar,FF
1366-3,combustion engine,19.0044,biofuels,1.0,2.12,1.09,0.89,,CHP
1367-2,combustion engine,4.0068,natural gas,1.0,4.8,2.5,2.0,,CHP
1367-3,boiler,18.9972,natural gas,1.0,2.8,2.5,0.0,,HOB
1368-3,boiler,16.704,biofuels,1.0,2.6,2.4,0.0,,HOB
1368-4,combustion engine,31.5,biofuels,1.0,3.538,2.0,1.5,,CHP
1368-5,combustion engine,9.6336,biofuels,1.0,2.93,1.4,1.203,,CHP
1369-2,boiler,4.428,wood chips,1.0,0.5,0.5,0.0,,HOB
1371-3,boiler,3.78,biofuels,1.0,0.5,0.5,0.0,,HOB
1372-2,boiler,2.30724,natural gas,1.0,1.16,1.16,0.0,,HOB
1372-3,heat pump - air,3.5676,electricity,1.0,0.1,0.3,0.0,ambient,HP
1373-3,boiler,3.654,natural gas,1.0,4.2,4.0,0.0,,HOB
1373-4,boiler,22.5,straw,1.0,0.998,0.95,0.0,,HOB
1373-5,solar,11.4912,fuel free,1.0,2.45,2.45,0.0,solar,FF
1376-2,boiler,2.502,natural gas,1.0,1.0,1.0,0.0,,HOB
1376-4,gasification plus boiler,23.0832,straw,1.0,1.66,1.5,0.0,,HOB
1383-1,combustion engine,3.2292,natural gas,1.0,4.84,2.64,1.84,,CHP
1383-3,solar,4.4568,fuel free,1.0,2.14,2.14,0.0,solar,FF
1383-4,boiler,14.7636,wood waste,1.0,0.99,0.93,0.0,,HOB
140-1,boiler,26.694,straw,1.0,3.5,3.5,0.0,,HOB
140-2,solar,7.62696,fuel free,1.0,1.0,1.0,0.0,solar,FF
1400-1,solar,12.93624,fuel free,1.0,5.9,5.9,0.0,solar,FF
1400-2,solar,14.169924,fuel free,1.0,5.9,5.9,0.0,solar,FF
1409-4,steam turbine,292.29372,municipal waste,0.9691869655524725,19.38373931104945,13.374780124624122,4.361341344986126,,CHP
141-1,combustion engine,9.36,biofuels,1.0,1.8,0.98,0.74,,CHP
141-5,combustion engine,18.72,biofuels,1.0,2.38,1.33,0.98,,CHP
141-6,boiler,10.1448,wood chips,1.0,1.5,1.5,0.0,,HOB
1410-4,boiler,86.1048,wood chips,1.0,5.0,5.5,0.0,,HOB
1411-1,boiler,15.9552,wood chips,1.0,0.95,0.95,0.0,,HOB
142-2,boiler,3.5892,natural gas,1.0,4.0,3.5,0.0,,HOB
142-3,boiler,43.7436,wood chips,1.0,3.4,3.4,0.0,,HOB
1423-1,boiler,8.3772,natural gas,1.0,15.1,15.1,0.0,,HOB
143-4,boiler,47.02672800000001,electricity,1.0,7.0,7.0,0.0,,HOB
1432-1,combustion engine,14.4324,natural gas,1.0,6.37,3.61,2.76,,CHP
1432-3,boiler,22.1616,natural gas,1.0,4.0,4.0,0.0,,HOB
1432-4,boiler,6.3072,wood pellets,1.0,1.0,1.0,0.0,,HOB
144-1,boiler,17.9928,straw,1.0,2.0,2.0,0.0,,HOB
144-3,solar,6.199199999999999,fuel free,1.0,2.5,2.5,0.0,solar,FF
1441-4,boiler,9.41868,natural gas,1.0,5.9,5.3,0.0,,HOB
1441-5,heat pump - air,42.4701,electricity,1.0,0.7,2.5,0.0,ambient,HP
1441-6,boiler,9.789119999999999,wood chips,1.0,1.06,0.99,0.0,,HOB
1442-3,boiler,3.849948,natural gas,1.0,4.7,4.2,0.0,,HOB
1442-4,heat pump - air,42.939972,electricity,1.0,0.7,2.5,0.0,ambient,HP
1442-5,boiler,4.757544,wood chips,1.0,1.06,0.99,0.0,,HOB
1443-1,boiler,21.7584,natural gas,1.0,14.0,14.0,0.0,,HOB
1446-1,boiler,3.235,natural gas,1.0,3.15,3.15,0.0,,HOB
1446-2,boiler,3.235,natural gas,1.0,6.3,6.3,0.0,,HOB
1449-1,combustion engine,16.40664,natural gas,1.0,11.3,5.5,4.7,,CHP
1449-2,combustion engine,10.09908,natural gas,1.0,11.3,5.5,4.7,,CHP
1449-3,combustion engine,15.90696,natural gas,1.0,11.3,5.5,4.7,,CHP
1449-5,boiler,39.051252,electricity,1.0,12.0,12.0,0.0,,HOB
1449-6,heat pump - air,163.94076,electricity,1.0,4.0,12.0,0.0,ambient,HP
145-1,boiler,5.267,wood pellets,1.0,13.0,13.0,0.0,,HOB
147-2,combustion engine,3.4272,natural gas,1.0,2.4,1.2,0.9,,CHP
147-3,heat pump - air,16.8912,electricity,1.0,0.4,1.2,0.0,ambient,HP
1486-2,boiler,10.026,wood chips,1.0,0.7,0.7,0.0,,HOB
1488-2,boiler,12.5604,natural gas,1.0,2.9,2.6,0.0,,HOB
1490-3,boiler,48.051,electricity,1.0,18.0,18.0,0.0,,HOB
1492-1,industrial heat,4.028,fuel free,1.0,5.0,5.0,0.0,industry,FF
1494-1,steam turbine,457.668,straw,0.8241282474819737,32.14100165179697,20.191142063308355,9.477474846042696,,CHP
1494-1,steam turbine,457.668,wood waste,0.17538811059806284,6.84013631332445,4.297008709652539,2.0169632718777226,,CHP
1497-1,boiler,15.93,wood chips,1.0,1.2,1.2,0.0,,HOB
15-3,solar,4.2336,fuel free,1.0,2.1,2.1,0.0,solar,FF
15-5,heat pump - air,14.7024,electricity,1.0,0.5,1.6,0.0,ambient,HP
154-4,boiler,6.9786,natural gas,1.0,6.0,6.0,0.0,,HOB
154-5,boiler,11.3598,natural gas,1.0,6.0,6.0,0.0,,HOB
1541-1,combustion engine,3.437496,biofuels,1.0,1.1,0.6,0.36,,CHP
1541-2,boiler,5.027471999999999,biofuels,1.0,0.978,0.9,0.0,,HOB
1541-3,boiler,4.973508,biofuels,1.0,0.978,0.9,0.0,,HOB
1554-1,boiler,11.7216,straw,1.0,0.888889,0.8,0.0,,HOB
1557-1,boiler,8.334,wood pellets,1.0,0.87,0.8,0.0,,HOB
1557-2,solar,4.957199999999999,fuel free,1.0,2.9,2.9,0.0,solar,FF
156-2,boiler,3.0288,natural gas,0.9998898530841279,5.799361147887942,5.499394191962703,0.0,,HOB
156-4,boiler,3.0288,natural gas,0.9998898530841279,5.799361147887942,5.499394191962703,0.0,,HOB
156-5,boiler,3.0288,natural gas,0.9998898530841279,3.6995924564112737,3.509613384325289,0.0,,HOB
1577-3,boiler,9.504,wood chips,1.0,1.1,1.1,0.0,,HOB
1577-4,heat pump - air,5.889600000000001,electricity,1.0,0.3,0.85,0.0,ambient,HP
1580-1,industrial heat,71.69040000000001,fuel free,1.0,15.0,4.5,0.0,industry,FF
159-1,boiler,35.2296,wood chips,1.0,4.65,4.65,0.0,,HOB
159-2,solar,13.05576,fuel free,1.0,5.2,5.2,0.0,solar,FF
159-3,boiler,18.9252,electricity,1.0,8.0,8.0,0.0,,HOB
1598-1,boiler,7.3044,straw,1.0,1.35,0.85,0.0,,HOB
16-1,combustion engine,4.49424,natural gas,1.0,7.9,4.2,3.7,,CHP
160-1,boiler,15.3684,gas oil,0.07936256524840826,2.0237454138344106,1.4761437136203939,0.0,,HOB
160-1,boiler,15.3684,natural gas,0.9206374347515918,23.47625458616559,17.12385628637961,0.0,,HOB
1603-1,boiler,33.417,wood chips,0.9949307955903575,6.06907785310118,5.571612455306002,0.0,,HOB
1608-2,combustion engine,18.624492,biofuels,1.0,3.361,1.728,1.415,,CHP
161-1,boiler,88.48224,straw,1.0,12.0,10.0,0.0,,HOB
161-8,boiler,174.49704,straw,1.0,13.0,12.0,0.0,,HOB
162-3,boiler,79.04916,wood chips,1.0,5.0,6.0,0.0,,HOB
1633-1,boiler,5.042,gas oil,0.052444357958524625,0.3461327625262625,0.30942171195529533,0.0,,HOB
1633-1,boiler,5.042,natural gas,0.9475556420414755,6.253867237473738,5.590578288044705,0.0,,HOB
1638-1,boiler,61.05622,natural gas,1.0,28.0,26.2,0.0,,HOB
1638-2,boiler,72.32339999999999,natural gas,1.0,28.0,26.2,0.0,,HOB
1638-3,boiler,63.80407,natural gas,1.0,28.0,26.2,0.0,,HOB
1638-4,boiler,54.76411,natural gas,1.0,28.0,25.0,0.0,,HOB
1638-5,boiler,92.51916,natural gas,1.0,28.0,25.0,0.0,,HOB
164-1,boiler,38.93436,natural gas,1.0,12.2,11.6,0.0,,HOB
1642-1,boiler,2.35584,gas oil,1.0,2.0,2.0,0.0,,HOB
1645-1,boiler,11.5956,wood chips,1.0,0.9,0.9,0.0,,HOB
1645-2,solar,3.2436,fuel free,1.0,1.2,1.2,0.0,solar,FF
1646-1,boiler,12.204,wood chips,1.0,0.9,0.9,0.0,,HOB
1648-1,boiler,4.14972,natural gas,1.0,5.0,5.0,0.0,,HOB
1649-1,steam turbine,693.43713,municipal waste,0.9356789685582669,26.199011119631475,26.199011119631475,5.146234327070468,,CHP
1649-1,steam turbine,693.43713,wood waste,0.050095217005538505,1.4026660761550782,1.4026660761550782,0.2755236935304618,,CHP
1649-2,steam turbine,712.65679,municipal waste,0.9356790004707176,26.199012013180095,26.199012013180095,5.146234502588947,,CHP
1649-2,steam turbine,712.65679,wood waste,0.05009517874076153,1.402665004741323,1.402665004741323,0.27552348307418845,,CHP
1649-3,steam turbine,1396.7677,municipal waste,0.9356789885754003,56.14073931452402,52.39802336022242,12.163826851480204,,CHP
1649-3,steam turbine,1396.7677,wood waste,0.05009519996619308,3.0057119979715847,2.8053311981068125,0.65123759956051,,CHP
1649-4,heat pump - industrial heat,96.07137,electricity,1.0,1.3,5.5,0.0,industry,HP
165-1,boiler,63.48815999999999,natural gas,1.0,14.2,13.5,0.0,,HOB
1658-1,steam turbine,2114.4528,municipal waste,0.9930887101854065,79.74502342788814,71.50238713334926,18.37214113843002,,CHP
167-3,boiler,52.22736,straw,1.0,4.98,4.98,0.0,,HOB
1678-1,boiler,27.67248,natural gas,1.0,7.68,7.68,0.0,,HOB
1679-3,boiler,22.9392,municipal waste,0.9882405823965892,4.051786387826016,3.261193921908744,0.0,,HOB
1680-2,boiler,329.2884,straw,1.0,18.0,17.0,0.0,,HOB
169-1,boiler,13.81536,natural gas,1.0,5.85,5.85,0.0,,HOB
17-1,boiler,70.29684000000002,natural gas,1.0,12.0,12.0,0.0,,HOB
17-2,boiler,17.73432,natural gas,1.0,12.0,12.0,0.0,,HOB
17-4,boiler,14.05044,natural gas,1.0,11.0,11.0,0.0,,HOB
170-1,boiler,9.21,natural gas,1.0,4.68,4.68,0.0,,HOB
170-4,combustion engine,5.5,natural gas,1.0,7.42,3.95,3.02,,CHP
170-7,boiler,10.39572,electricity,1.0,10.0,8.0,0.0,,HOB
1717-8,industrial heat,28.7748,fuel free,1.0,48.0,40.0,0.0,industry,FF
172-1,boiler,111.078,straw,1.0,9.0,8.0,0.0,,HOB
172-2,boiler,126.6408,straw,1.0,9.0,8.0,0.0,,HOB
172-5,boiler,4.6908,natural gas,1.0,5.8,5.8,0.0,,HOB
1726-12,industrial heat,35.9136,fuel free,1.0,4.0,4.0,0.0,industry,FF
1731-1,boiler,11.1348,natural gas,1.0,10.487,10.487,0.0,,HOB
1731-2,boiler,16.5636,natural gas,1.0,10.171,10.171,0.0,,HOB
1731-3,boiler,12.366,natural gas,1.0,10.319,10.319,0.0,,HOB
1736-71,industrial heat,120.16692,fuel free,1.0,12.6,12.6,0.0,industry,FF
174-3,boiler,112.53,wood chips,1.0,5.83,6.24,0.0,,HOB
174-4,boiler,102.784,wood chips,1.0,5.83,6.24,0.0,,HOB
1766-14,industrial heat,40.12452,fuel free,1.0,2.3,2.3,0.0,industry,FF
1767-19,industrial heat,43.57080000000001,fuel free,1.0,2.0,2.0,0.0,industry,FF
1769-25,industrial heat,28.3428,fuel free,1.0,5.0,5.0,0.0,industry,FF
