timestep,transmission supply,transmission return,distribution supply,distribution return
[unit],[°C],[°C],[°C],[°C]
[source],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden]
T8526,114,54,89,49
T8527,114,54,89,49
T8528,114,54,89,49
T8529,114,54,89,49
T8530,114,54,89,49
T8531,114,54,89,49
T8532,114,54,89,49
T8533,114,54,89,49
T8534,114,54,89,49
T8535,114,54,89,49
T8536,114,54,89,49
T8537,114,54,89,49
T8538,114,54,89,49
T8539,114,54,89,49
T8540,114,54,89,49
T8541,114,54,89,49
T8542,114,54,89,49
T8543,114,54,89,49
T8544,114,54,89,49
T8545,114,54,89,49
T8546,114,54,89,49
T8547,114,54,89,49
T8548,114,54,89,49
T8549,114,54,89,49
T8550,114,54,89,49
T8551,114,54,89,49
T8552,114,54,89,49
T8553,114,54,89,49
T8554,114,54,89,49
T8555,114,54,89,49
T8556,114,54,89,49
T8557,114,54,89,49
T8558,114,54,89,49
T8559,114,54,89,49
T8560,114,54,89,49
T8561,114,54,89,49
T8562,114,54,89,49
T8563,114,54,89,49
T8564,114,54,89,49
T8565,114,54,89,49
T8566,114,54,89,49
T8567,114,54,89,49
T8568,114,54,89,49
T8569,114,54,89,49
T8570,114,54,89,49
T8571,114,54,89,49
T8572,114,54,89,49
T8573,114,54,89,49
T8574,114,54,89,49
T8575,114,54,89,49
T8576,114,54,89,49
T8577,114,54,89,49
T8578,114,54,89,49
T8579,114,54,89,49
T8580,114,54,89,49
T8581,114,54,89,49
T8582,114,54,89,49
T8583,114,54,89,49
T8584,114,54,89,49
T8585,114,54,89,49
T8586,114,54,89,49
T8587,114,54,89,49
T8588,114,54,89,49
T8589,114,54,89,49
T8590,114,54,89,49
T8591,114,54,89,49
T8592,114,54,89,49
T8593,114,54,89,49
T8594,114,54,89,49
T8595,114,54,89,49
T8596,114,54,89,49
T8597,114,54,89,49
T8598,114,54,89,49
T8599,114,54,89,49
T8600,114,54,89,49
T8601,114,54,89,49
T8602,114,54,89,49
T8603,114,54,89,49
T8604,114,54,89,49
T8605,114,54,89,49
T8606,114,54,89,49
T8607,114,55,89,50
T8608,114,55,89,50
T8609,114,55,89,50
T8610,114,55,89,50
T8611,114,55,89,50
T8612,114,55,89,50
T8613,114,55,89,50
T8614,114,55,89,50
T8615,114,55,89,50
T8616,114,55,89,50
T8617,114,55,89,50
T8618,114,55,89,50
T8619,114,55,89,50
T8620,114,55,89,50
T8621,114,55,89,50
T8622,114,55,89,50
T8623,114,55,89,50
T8624,114,55,89,50
T8625,114,55,89,50
T8626,114,55,89,50
T8627,114,55,89,50
T8628,114,55,89,50
T8629,114,55,89,50
T8630,114,55,89,50
T8631,114,55,89,50
T8632,114,55,89,50
T8633,114,55,89,50
T8634,114,55,89,50
T8635,114,55,89,50
T8636,114,55,89,50
T8637,114,55,89,50
T8638,114,55,89,50
T8639,114,55,89,50
T8640,114,55,89,50
T8641,114,55,89,50
T8642,114,55,89,50
T8643,114,55,89,50
T8644,114,55,89,50
T8645,114,55,89,50
T8646,114,55,89,50
T8647,114,55,89,50
T8648,114,55,89,50
T8649,114,55,89,50
T8650,114,55,89,50
T8651,114,55,89,50
T8652,114,55,89,50
T8653,114,55,89,50
T8654,114,55,89,50
T8655,114,55,89,50
T8656,114,55,89,50
T8657,114,55,89,50
T8658,114,55,89,50
T8659,114,55,89,50
T8660,114,55,89,50
T8661,114,55,89,50
T8662,114,55,89,50
T8663,114,55,89,50
T8664,114,55,89,50
T8665,114,55,89,50
T8666,114,55,89,50
T8667,114,55,89,50
T8668,114,55,89,50
T8669,114,55,89,50
T8670,114,55,89,50
T8671,114,55,89,50
T8672,114,55,89,50
T8673,114,55,89,50
T8674,114,55,89,50
T8675,114,55,89,50
T8676,114,55,89,50
T8677,114,55,89,50
T8678,114,55,89,50
T8679,114,55,89,50
T8680,114,55,89,50
T8681,114,55,89,50
T8682,114,55,89,50
T8683,114,55,89,50
T8684,114,55,89,50
T8685,114,55,89,50
T8686,114,55,89,50
T8687,114,55,89,50
T8688,114,55,89,50
T8689,114,55,89,50
T8690,114,55,89,50
T8691,114,55,89,50
T8692,114,55,89,50
T8693,114,55,89,50
T8694,114,55,89,50
T8695,114,55,89,50
T8696,114,55,89,50
T8697,114,55,89,50
T8698,114,55,89,50
T8699,114,55,89,50
T8700,114,55,89,50
T8701,114,55,89,50
T8702,114,55,89,50
T8703,114,55,89,50
T8704,114,55,89,50
T8705,114,55,89,50
T8706,114,55,89,50
T8707,114,55,89,50
T8708,114,55,89,50
T8709,114,55,89,50
T8710,114,55,89,50
T8711,114,55,89,50
T8712,114,55,89,50
T8713,114,55,89,50
T8714,114,55,89,50
T8715,114,55,89,50
T8716,114,55,89,50
T8717,114,55,89,50
T8718,114,55,89,50
T8719,114,55,89,50
T8720,114,55,89,50
T8721,114,55,89,50
T8722,114,55,89,50
T8723,114,55,89,50
T8724,114,55,89,50
T8725,114,55,89,50
T8726,114,55,89,50
T8727,114,55,89,50
T8728,114,55,89,50
T8729,114,55,89,50
T8730,114,55,89,50
T8731,114,55,89,50
T8732,114,55,89,50
T8733,114,55,89,50
T8734,114,55,89,50
T8735,114,55,89,50
T8736,114,55,89,50
T8737,114,55,89,50
T8738,114,55,89,50
T8739,114,55,89,50
T8740,114,55,89,50
T8741,114,55,89,50
T8742,114,55,89,50
T8743,114,55,89,50
T8744,114,55,89,50
T8745,114,55,89,50
T8746,114,55,89,50
T8747,114,55,89,50
T8748,114,55,89,50
T8749,114,55,89,50
T8750,114,55,89,50
T8751,114,55,89,50
T8752,114,55,89,50
T8753,114,55,89,50
T8754,114,55,89,50
T8755,114,55,89,50
T8756,114,55,89,50
T8757,114,55,89,50
T8758,114,55,89,50
T8759,114,55,89,50
T8760,114,55,89,50
