timestep,transmission supply,transmission return,distribution supply,distribution return
[unit],[°C],[°C],[°C],[°C]
[source],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden],[Varmeplan hovedstaden]
T6212,106,51,81,46
T6213,106,51,81,46
T6214,106,51,81,46
T6215,106,51,81,46
T6216,106,51,81,46
T6217,106,51,81,46
T6218,106,51,81,46
T6219,106,51,81,46
T6220,106,51,81,46
T6221,106,51,81,46
T6222,106,51,81,46
T6223,106,51,81,46
T6224,106,51,81,46
T6225,106,51,81,46
T6226,106,51,81,46
T6227,106,51,81,46
T6228,106,51,81,46
T6229,106,51,81,46
T6230,106,51,81,46
T6231,106,51,81,46
T6232,106,51,81,46
T6233,107,51,82,46
T6234,107,51,82,46
T6235,107,51,82,46
T6236,107,51,82,46
T6237,107,51,82,46
T6238,107,51,82,46
T6239,107,51,82,46
T6240,107,51,82,46
T6241,107,51,82,46
T6242,107,51,82,46
T6243,107,51,82,46
T6244,107,51,82,46
T6245,107,51,82,46
T6246,107,51,82,46
T6247,107,51,82,46
T6248,107,51,82,46
T6249,107,51,82,46
T6250,107,51,82,46
T6251,107,51,82,46
T6252,107,51,82,46
T6253,107,51,82,46
T6254,107,51,82,46
T6255,107,51,82,46
T6256,107,51,82,46
T6257,107,51,82,46
T6258,107,51,82,46
T6259,107,51,82,46
T6260,107,51,82,46
T6261,107,51,82,46
T6262,107,51,82,46
T6263,107,51,82,46
T6264,107,51,82,46
T6265,107,51,82,46
T6266,107,51,82,46
T6267,107,51,82,46
T6268,107,51,82,46
T6269,107,51,82,46
T6270,107,51,82,46
T6271,107,51,82,46
T6272,107,51,82,46
T6273,107,51,82,46
T6274,107,51,82,46
T6275,107,51,82,46
T6276,107,51,82,46
T6277,107,51,82,46
T6278,107,51,82,46
T6279,107,51,82,46
T6280,107,51,82,46
T6281,107,51,82,46
T6282,107,51,82,46
T6283,107,51,82,46
T6284,107,51,82,46
T6285,107,51,82,46
T6286,107,51,82,46
T6287,107,51,82,46
T6288,107,51,82,46
T6289,107,51,82,46
T6290,107,51,82,46
T6291,107,51,82,46
T6292,107,51,82,46
T6293,107,51,82,46
T6294,107,51,82,46
T6295,107,51,82,46
T6296,107,51,82,46
T6297,107,51,82,46
T6298,107,51,82,46
T6299,107,51,82,46
T6300,107,51,82,46
T6301,107,51,82,46
T6302,107,51,82,46
T6303,107,51,82,46
T6304,107,51,82,46
T6305,107,51,82,46
T6306,107,51,82,46
T6307,107,51,82,46
T6308,107,51,82,46
T6309,107,51,82,46
T6310,107,51,82,46
T6311,107,51,82,46
T6312,107,51,82,46
T6313,107,51,82,46
T6314,107,51,82,46
T6315,107,51,82,46
T6316,107,51,82,46
T6317,107,51,82,46
T6318,107,51,82,46
T6319,107,51,82,46
T6320,107,51,82,46
T6321,107,51,82,46
T6322,107,51,82,46
T6323,107,51,82,46
T6324,107,51,82,46
T6325,107,51,82,46
T6326,107,51,82,46
T6327,107,51,82,46
T6328,107,51,82,46
T6329,107,51,82,46
T6330,107,51,82,46
T6331,107,51,82,46
T6332,107,51,82,46
T6333,107,51,82,46
T6334,107,51,82,46
T6335,107,51,82,46
T6336,107,51,82,46
T6337,107,51,82,46
T6338,107,51,82,46
T6339,107,51,82,46
T6340,107,51,82,46
T6341,107,51,82,46
T6342,107,51,82,46
T6343,107,51,82,46
T6344,107,51,82,46
T6345,107,51,82,46
T6346,107,51,82,46
T6347,107,51,82,46
T6348,107,51,82,46
T6349,107,51,82,46
T6350,107,51,82,46
T6351,107,51,82,46
T6352,107,51,82,46
T6353,107,51,82,46
T6354,107,51,82,46
T6355,107,51,82,46
T6356,107,51,82,46
T6357,107,51,82,46
T6358,107,51,82,46
T6359,107,51,82,46
T6360,107,51,82,46
T6361,107,51,82,46
T6362,107,51,82,46
T6363,107,51,82,46
T6364,107,51,82,46
T6365,107,51,82,46
T6366,107,51,82,46
T6367,107,51,82,46
T6368,107,51,82,46
T6369,107,51,82,46
T6370,107,51,82,46
T6371,107,51,82,46
T6372,107,51,82,46
T6373,107,51,82,46
T6374,107,51,82,46
T6375,107,51,82,46
T6376,107,51,82,46
T6377,107,51,82,46
T6378,107,51,82,46
T6379,107,51,82,46
T6380,107,51,82,46
T6381,107,51,82,46
T6382,107,51,82,46
T6383,107,51,82,46
T6384,107,51,82,46
T6385,107,51,82,46
T6386,107,51,82,46
T6387,107,51,82,46
T6388,107,51,82,46
T6389,107,51,82,46
T6390,107,51,82,46
T6391,107,51,82,46
T6392,107,51,82,46
T6393,107,51,82,46
T6394,107,51,82,46
T6395,107,51,82,46
T6396,107,51,82,46
T6397,107,51,82,46
T6398,107,51,82,46
T6399,107,51,82,46
T6400,107,51,82,46
T6401,107,51,82,46
T6402,107,51,82,46
T6403,107,51,82,46
T6404,107,51,82,46
T6405,107,51,82,46
T6406,107,51,82,46
T6407,107,51,82,46
T6408,107,51,82,46
T6409,107,51,82,46
T6410,107,51,82,46
T6411,107,51,82,46
T6412,107,51,82,46
T6413,107,51,82,46
T6414,107,51,82,46
T6415,107,51,82,46
T6416,107,51,82,46
T6417,107,51,82,46
T6418,107,51,82,46
T6419,107,51,82,46
T6420,107,51,82,46
T6421,107,51,82,46
T6422,107,51,82,46
T6423,107,51,82,46
T6424,107,51,82,46
T6425,107,51,82,46
T6426,107,51,82,46
T6427,107,51,82,46
T6428,107,51,82,46
T6429,107,51,82,46
T6430,107,51,82,46
T6431,107,51,82,46
T6432,107,51,82,46
T6433,107,51,82,46
T6434,107,51,82,46
T6435,107,51,82,46
T6436,107,51,82,46
T6437,107,51,82,46
T6438,107,51,82,46
T6439,107,51,82,46
T6440,107,51,82,46
T6441,107,51,82,46
T6442,107,51,82,46
T6443,107,51,82,46
T6444,107,51,82,46
T6445,107,51,82,46
T6446,107,51,82,46
T6447,107,51,82,46
T6448,107,51,82,46
T6449,107,51,82,46
T6450,107,51,82,46
T6451,107,51,82,46
T6452,107,51,82,46
T6453,107,51,82,46
T6454,107,51,82,46
T6455,107,51,82,46
T6456,107,51,82,46
T6457,107,51,82,46
T6458,107,51,82,46
T6459,107,51,82,46
T6460,107,51,82,46
T6461,107,51,82,46
T6462,107,51,82,46
T6463,107,51,82,46
T6464,107,51,82,46
T6465,107,51,82,46
T6466,107,51,82,46
T6467,107,51,82,46
T6468,107,51,82,46
T6469,107,51,82,46
T6470,107,51,82,46
T6471,107,51,82,46
T6472,107,51,82,46
T6473,107,51,82,46
T6474,107,51,82,46
T6475,107,51,82,46
T6476,107,51,82,46
T6477,107,51,82,46
T6478,107,51,82,46
T6479,107,51,82,46
T6480,107,51,82,46
T6481,107,51,82,46
T6482,107,51,82,46
T6483,107,51,82,46
T6484,107,51,82,46
T6485,107,51,82,46
T6486,107,51,82,46
T6487,107,51,82,46
T6488,107,51,82,46
T6489,107,51,82,46
T6490,107,51,82,46
T6491,107,51,82,46
T6492,107,51,82,46
T6493,107,51,82,46
T6494,107,51,82,46
T6495,107,51,82,46
T6496,107,51,82,46
T6497,107,51,82,46
T6498,107,51,82,46
T6499,107,51,82,46
T6500,107,51,82,46
T6501,107,51,82,46
T6502,107,51,82,46
T6503,107,51,82,46
T6504,107,51,82,46
T6505,107,51,82,46
T6506,107,51,82,46
T6507,107,51,82,46
T6508,107,51,82,46
T6509,107,51,82,46
T6510,107,51,82,46
T6511,107,51,82,46
T6512,107,51,82,46
T6513,107,51,82,46
T6514,107,51,82,46
T6515,107,51,82,46
T6516,107,51,82,46
T6517,107,51,82,46
T6518,107,51,82,46
T6519,107,51,82,46
T6520,107,51,82,46
T6521,107,51,82,46
T6522,107,51,82,46
T6523,107,51,82,46
T6524,107,51,82,46
T6525,107,51,82,46
T6526,107,51,82,46
T6527,107,51,82,46
T6528,107,51,82,46
T6529,107,51,82,46
T6530,107,51,82,46
T6531,107,51,82,46
T6532,107,51,82,46
T6533,107,51,82,46
T6534,107,51,82,46
T6535,107,51,82,46
T6536,107,51,82,46
T6537,107,51,82,46
T6538,107,51,82,46
T6539,107,51,82,46
T6540,107,51,82,46
T6541,107,51,82,46
T6542,107,51,82,46
T6543,107,51,82,46
T6544,107,51,82,46
T6545,107,51,82,46
T6546,107,51,82,46
T6547,107,51,82,46
T6548,107,51,82,46
T6549,107,51,82,46
T6550,107,51,82,46
T6551,107,51,82,46
T6552,107,51,82,46
T6553,107,51,82,46
T6554,107,51,82,46
T6555,107,51,82,46
T6556,107,51,82,46
T6557,107,51,82,46
T6558,107,51,82,46
T6559,107,51,82,46
T6560,107,51,82,46
T6561,107,51,82,46
T6562,107,51,82,46
T6563,107,51,82,46
T6564,107,51,82,46
T6565,107,51,82,46
T6566,107,51,82,46
T6567,107,51,82,46
T6568,107,51,82,46
T6569,107,51,82,46
T6570,107,51,82,46
T6571,107,51,82,46
T6572,107,51,82,46
T6573,107,51,82,46
T6574,107,51,82,46
T6575,107,51,82,46
T6576,107,51,82,46
T6577,107,51,82,46
T6578,107,51,82,46
T6579,107,51,82,46
T6580,107,51,82,46
T6581,107,51,82,46
T6582,107,51,82,46
T6583,107,51,82,46
T6584,108,51,83,46
T6585,108,51,83,46
T6586,108,51,83,46
T6587,108,51,83,46
T6588,108,51,83,46
T6589,108,51,83,46
T6590,108,51,83,46
T6591,108,51,83,46
T6592,108,51,83,46
T6593,108,51,83,46
T6594,108,51,83,46
T6595,108,51,83,46
T6596,108,51,83,46
T6597,108,51,83,46
T6598,108,51,83,46
T6599,108,51,83,46
T6600,108,51,83,46
T6601,108,51,83,46
T6602,108,51,83,46
T6603,108,51,83,46
T6604,108,51,83,46
T6605,108,51,83,46
T6606,108,51,83,46
T6607,108,51,83,46
T6608,108,51,83,46
T6609,108,51,83,46
T6610,108,51,83,46
T6611,108,51,83,46
T6612,108,51,83,46
T6613,108,51,83,46
T6614,108,51,83,46
T6615,108,51,83,46
T6616,108,51,83,46
T6617,108,51,83,46
T6618,108,51,83,46
T6619,108,51,83,46
T6620,108,51,83,46
T6621,108,51,83,46
T6622,108,51,83,46
T6623,108,51,83,46
T6624,108,51,83,46
T6625,108,51,83,46
T6626,108,51,83,46
T6627,108,51,83,46
T6628,108,51,83,46
T6629,108,51,83,46
T6630,108,51,83,46
T6631,108,51,83,46
T6632,108,51,83,46
T6633,108,51,83,46
T6634,108,51,83,46
T6635,108,51,83,46
T6636,108,51,83,46
T6637,108,51,83,46
T6638,108,51,83,46
T6639,108,51,83,46
T6640,108,51,83,46
T6641,108,51,83,46
T6642,108,51,83,46
T6643,108,51,83,46
T6644,108,51,83,46
T6645,108,51,83,46
T6646,108,51,83,46
T6647,108,51,83,46
T6648,108,51,83,46
T6649,108,51,83,46
T6650,108,51,83,46
T6651,108,51,83,46
T6652,108,51,83,46
T6653,108,51,83,46
T6654,108,51,83,46
T6655,108,51,83,46
T6656,108,51,83,46
T6657,108,51,83,46
T6658,108,51,83,46
T6659,108,51,83,46
T6660,108,51,83,46
T6661,108,51,83,46
T6662,108,51,83,46
T6663,108,51,83,46
T6664,108,51,83,46
T6665,108,51,83,46
T6666,108,51,83,46
T6667,108,51,83,46
T6668,108,51,83,46
T6669,108,51,83,46
T6670,108,51,83,46
T6671,108,51,83,46
T6672,108,51,83,46
T6673,108,51,83,46
T6674,108,51,83,46
T6675,108,51,83,46
T6676,108,51,83,46
T6677,108,51,83,46
T6678,108,51,83,46
T6679,108,51,83,46
T6680,108,51,83,46
T6681,108,51,83,46
T6682,108,51,83,46
T6683,108,51,83,46
T6684,108,51,83,46
T6685,108,51,83,46
T6686,108,51,83,46
T6687,108,51,83,46
T6688,108,51,83,46
T6689,108,51,83,46
T6690,108,51,83,46
T6691,108,51,83,46
T6692,108,51,83,46
T6693,108,51,83,46
T6694,108,51,83,46
T6695,108,51,83,46
T6696,108,51,83,46
T6697,108,51,83,46
T6698,108,51,83,46
T6699,108,51,83,46
T6700,108,51,83,46
T6701,108,51,83,46
T6702,108,51,83,46
T6703,108,51,83,46
T6704,108,51,83,46
T6705,108,51,83,46
T6706,108,51,83,46
T6707,108,51,83,46
T6708,108,51,83,46
T6709,108,51,83,46
T6710,108,51,83,46
T6711,108,51,83,46
T6712,108,51,83,46
T6713,108,51,83,46
T6714,108,51,83,46
T6715,108,51,83,46
T6716,108,51,83,46
T6717,108,51,83,46
T6718,108,51,83,46
T6719,108,51,83,46
T6720,108,51,83,46
T6721,108,51,83,46
T6722,108,51,83,46
T6723,108,51,83,46
T6724,108,51,83,46
T6725,108,51,83,46
T6726,108,51,83,46
T6727,108,51,83,46
T6728,108,51,83,46
T6729,108,51,83,46
T6730,108,51,83,46
T6731,108,51,83,46
T6732,108,51,83,46
T6733,108,51,83,46
T6734,108,51,83,46
T6735,108,51,83,46
T6736,108,51,83,46
T6737,108,51,83,46
T6738,108,51,83,46
T6739,108,51,83,46
T6740,108,51,83,46
T6741,108,52,83,47
T6742,108,52,83,47
T6743,108,52,83,47
T6744,108,52,83,47
T6745,108,52,83,47
T6746,108,52,83,47
T6747,108,52,83,47
T6748,108,52,83,47
T6749,108,52,83,47
T6750,108,52,83,47
T6751,108,52,83,47
T6752,108,52,83,47
T6753,108,52,83,47
T6754,108,52,83,47
T6755,108,52,83,47
T6756,108,52,83,47
T6757,108,52,83,47
T6758,108,52,83,47
T6759,108,52,83,47
T6760,108,52,83,47
T6761,108,52,83,47
T6762,108,52,83,47
T6763,108,52,83,47
T6764,108,52,83,47
T6765,108,52,83,47
T6766,108,52,83,47
T6767,108,52,83,47
T6768,108,52,83,47
T6769,108,52,83,47
T6770,108,52,83,47
T6771,108,52,83,47
T6772,108,52,83,47
T6773,108,52,83,47
T6774,108,52,83,47
T6775,108,52,83,47
T6776,108,52,83,47
T6777,108,52,83,47
T6778,108,52,83,47
T6779,108,52,83,47
T6780,108,52,83,47
T6781,108,52,83,47
T6782,108,52,83,47
T6783,108,52,83,47
T6784,108,52,83,47
T6785,108,52,83,47
T6786,108,52,83,47
T6787,108,52,83,47
T6788,108,52,83,47
T6789,108,52,83,47
T6790,108,52,83,47
T6791,108,52,83,47
T6792,108,52,83,47
T6793,108,52,83,47
T6794,108,52,83,47
T6795,108,52,83,47
T6796,108,52,83,47
T6797,108,52,83,47
T6798,108,52,83,47
T6799,108,52,83,47
T6800,108,52,83,47
T6801,108,52,83,47
T6802,108,52,83,47
T6803,108,52,83,47
T6804,108,52,83,47
T6805,108,52,83,47
T6806,108,52,83,47
T6807,108,52,83,47
T6808,108,52,83,47
T6809,108,52,83,47
T6810,108,52,83,47
T6811,108,52,83,47
T6812,108,52,83,47
T6813,108,52,83,47
T6814,108,52,83,47
T6815,108,52,83,47
T6816,108,52,83,47
T6817,108,52,83,47
T6818,108,52,83,47
T6819,108,52,83,47
T6820,108,52,83,47
T6821,108,52,83,47
T6822,108,52,83,47
T6823,108,52,83,47
T6824,108,52,83,47
T6825,108,52,83,47
T6826,108,52,83,47
T6827,108,52,83,47
T6828,108,52,83,47
T6829,108,52,83,47
T6830,108,52,83,47
T6831,108,52,83,47
T6832,108,52,83,47
T6833,108,52,83,47
T6834,108,52,83,47
T6835,108,52,83,47
T6836,108,52,83,47
T6837,108,52,83,47
T6838,108,52,83,47
T6839,108,52,83,47
T6840,108,52,83,47
T6841,108,52,83,47
T6842,108,52,83,47
T6843,108,52,83,47
T6844,108,52,83,47
T6845,108,52,83,47
T6846,108,52,83,47
T6847,108,52,83,47
T6848,108,52,83,47
T6849,108,52,83,47
T6850,108,52,83,47
T6851,108,52,83,47
T6852,108,52,83,47
T6853,108,52,83,47
T6854,108,52,83,47
T6855,108,52,83,47
T6856,108,52,83,47
T6857,108,52,83,47
T6858,108,52,83,47
T6859,108,52,83,47
T6860,108,52,83,47
T6861,108,52,83,47
T6862,108,52,83,47
T6863,108,52,83,47
T6864,108,52,83,47
T6865,108,52,83,47
T6866,108,52,83,47
T6867,108,52,83,47
T6868,108,52,83,47
T6869,108,52,83,47
T6870,108,52,83,47
T6871,108,52,83,47
T6872,108,52,83,47
T6873,108,52,83,47
T6874,108,52,83,47
T6875,108,52,83,47
T6876,108,52,83,47
T6877,108,52,83,47
T6878,108,52,83,47
T6879,108,52,83,47
T6880,108,52,83,47
T6881,108,52,83,47
T6882,108,52,83,47
T6883,108,52,83,47
T6884,108,52,83,47
T6885,108,52,83,47
T6886,108,52,83,47
T6887,108,52,83,47
T6888,108,52,83,47
T6889,108,52,83,47
T6890,109,52,84,47
T6891,109,52,84,47
T6892,109,52,84,47
T6893,109,52,84,47
T6894,109,52,84,47
T6895,109,52,84,47
T6896,109,52,84,47
T6897,109,52,84,47
T6898,109,52,84,47
T6899,109,52,84,47
T6900,109,52,84,47
T6901,109,52,84,47
T6902,109,52,84,47
T6903,109,52,84,47
T6904,109,52,84,47
T6905,109,52,84,47
T6906,109,52,84,47
T6907,109,52,84,47
T6908,109,52,84,47
T6909,109,52,84,47
T6910,109,52,84,47
T6911,109,52,84,47
T6912,109,52,84,47
T6913,109,52,84,47
T6914,109,52,84,47
T6915,109,52,84,47
T6916,109,52,84,47
T6917,109,52,84,47
T6918,109,52,84,47
T6919,109,52,84,47
T6920,109,52,84,47
T6921,109,52,84,47
T6922,109,52,84,47
T6923,109,52,84,47
T6924,109,52,84,47
T6925,109,52,84,47
T6926,109,52,84,47
T6927,109,52,84,47
T6928,109,52,84,47
T6929,109,52,84,47
T6930,109,52,84,47
T6931,109,52,84,47
T6932,109,52,84,47
T6933,109,52,84,47
T6934,109,52,84,47
T6935,109,52,84,47
T6936,109,52,84,47
T6937,109,52,84,47
T6938,109,52,84,47
T6939,109,52,84,47
T6940,109,52,84,47
T6941,109,52,84,47
T6942,109,52,84,47
T6943,109,52,84,47
T6944,109,52,84,47
T6945,109,52,84,47
T6946,109,52,84,47
T6947,109,52,84,47
T6948,109,52,84,47
T6949,109,52,84,47
T6950,109,52,84,47
T6951,109,52,84,47
T6952,109,52,84,47
T6953,109,52,84,47
T6954,109,52,84,47
T6955,109,52,84,47
T6956,109,52,84,47
T6957,109,52,84,47
T6958,109,52,84,47
T6959,109,52,84,47
T6960,109,52,84,47
T6961,109,52,84,47
T6962,109,52,84,47
T6963,109,52,84,47
T6964,109,52,84,47
T6965,109,52,84,47
T6966,109,52,84,47
T6967,109,52,84,47
T6968,109,52,84,47
T6969,109,52,84,47
T6970,109,52,84,47
T6971,109,52,84,47
T6972,109,52,84,47
T6973,109,52,84,47
T6974,109,52,84,47
T6975,109,52,84,47
T6976,109,52,84,47
T6977,109,52,84,47
T6978,109,52,84,47
T6979,109,52,84,47
T6980,109,52,84,47
T6981,109,52,84,47
T6982,109,52,84,47
T6983,109,52,84,47
T6984,109,52,84,47
T6985,109,52,84,47
T6986,109,52,84,47
T6987,109,52,84,47
T6988,109,52,84,47
T6989,109,52,84,47
T6990,109,52,84,47
T6991,109,52,84,47
T6992,109,52,84,47
T6993,109,52,84,47
T6994,109,52,84,47
T6995,109,52,84,47
T6996,109,52,84,47
T6997,109,52,84,47
T6998,109,52,84,47
T6999,109,52,84,47
T7000,109,52,84,47
T7001,109,52,84,47
T7002,109,52,84,47
T7003,109,52,84,47
T7004,109,52,84,47
T7005,109,52,84,47
T7006,109,52,84,47
T7007,109,52,84,47
T7008,109,52,84,47
T7009,109,52,84,47
T7010,109,52,84,47
T7011,109,52,84,47
T7012,109,52,84,47
T7013,109,52,84,47
T7014,109,52,84,47
T7015,109,52,84,47
T7016,109,52,84,47
T7017,109,52,84,47
T7018,109,52,84,47
T7019,109,52,84,47
T7020,109,52,84,47
T7021,109,52,84,47
T7022,109,52,84,47
T7023,109,52,84,47
T7024,109,52,84,47
T7025,109,52,84,47
T7026,109,52,84,47
T7027,109,52,84,47
T7028,109,52,84,47
T7029,109,52,84,47
T7030,109,52,84,47
T7031,109,52,84,47
T7032,109,52,84,47
T7033,109,52,84,47
T7034,109,52,84,47
T7035,109,52,84,47
T7036,109,52,84,47
T7037,109,52,84,47
T7038,109,52,84,47
T7039,109,52,84,47
T7040,109,52,84,47
T7041,109,52,84,47
T7042,109,52,84,47
T7043,109,52,84,47
T7044,109,52,84,47
T7045,109,52,84,47
T7046,109,52,84,47
T7047,109,52,84,47
T7048,109,52,84,47
T7049,109,52,84,47
T7050,109,52,84,47
T7051,109,52,84,47
T7052,109,52,84,47
T7053,109,52,84,47
T7054,109,52,84,47
T7055,109,52,84,47
T7056,109,52,84,47
T7057,109,52,84,47
T7058,109,52,84,47
T7059,109,52,84,47
T7060,109,52,84,47
T7061,109,52,84,47
T7062,109,52,84,47
T7063,109,52,84,47
T7064,109,52,84,47
T7065,109,52,84,47
T7066,109,52,84,47
T7067,109,52,84,47
T7068,109,52,84,47
T7069,109,52,84,47
T7070,109,52,84,47
T7071,109,52,84,47
T7072,109,52,84,47
T7073,109,52,84,47
T7074,109,52,84,47
T7075,109,52,84,47
T7076,109,52,84,47
T7077,109,52,84,47
T7078,109,52,84,47
T7079,109,52,84,47
T7080,109,52,84,47
T7081,109,52,84,47
T7082,109,52,84,47
T7083,109,52,84,47
T7084,109,52,84,47
T7085,109,52,84,47
T7086,109,52,84,47
T7087,109,52,84,47
T7088,109,52,84,47
T7089,109,52,84,47
T7090,109,52,84,47
T7091,109,52,84,47
T7092,109,52,84,47
T7093,109,52,84,47
T7094,109,52,84,47
T7095,109,52,84,47
T7096,109,52,84,47
T7097,109,52,84,47
T7098,109,52,84,47
T7099,109,52,84,47
T7100,109,52,84,47
T7101,109,52,84,47
T7102,109,52,84,47
T7103,109,52,84,47
T7104,109,52,84,47
T7105,109,52,84,47
T7106,109,52,84,47
T7107,109,52,84,47
T7108,109,52,84,47
T7109,109,52,84,47
T7110,109,52,84,47
T7111,109,52,84,47
T7112,109,52,84,47
T7113,109,52,84,47
T7114,109,52,84,47
T7115,109,52,84,47
T7116,109,52,84,47
T7117,109,52,84,47
T7118,109,52,84,47
T7119,109,52,84,47
T7120,109,52,84,47
T7121,109,52,84,47
T7122,109,52,84,47
T7123,109,52,84,47
T7124,109,52,84,47
T7125,109,52,84,47
T7126,109,52,84,47
T7127,109,52,84,47
T7128,109,52,84,47
T7129,109,52,84,47
T7130,109,52,84,47
T7131,109,52,84,47
T7132,109,52,84,47
T7133,109,52,84,47
T7134,109,52,84,47
T7135,109,52,84,47
T7136,109,52,84,47
T7137,109,52,84,47
T7138,109,52,84,47
T7139,109,52,84,47
T7140,109,52,84,47
T7141,109,52,84,47
T7142,109,52,84,47
T7143,109,52,84,47
T7144,109,52,84,47
T7145,109,52,84,47
T7146,109,52,84,47
T7147,109,52,84,47
T7148,109,52,84,47
T7149,109,52,84,47
T7150,109,52,84,47
T7151,109,52,84,47
T7152,109,52,84,47
T7153,109,52,84,47
T7154,109,52,84,47
T7155,109,52,84,47
T7156,109,52,84,47
T7157,109,52,84,47
T7158,109,52,84,47
T7159,109,52,84,47
T7160,109,52,84,47
T7161,109,52,84,47
T7162,109,52,84,47
T7163,109,52,84,47
T7164,109,52,84,47
T7165,109,52,84,47
T7166,109,52,84,47
T7167,109,52,84,47
T7168,109,52,84,47
T7169,109,52,84,47
T7170,109,52,84,47
T7171,109,52,84,47
T7172,109,52,84,47
T7173,109,52,84,47
T7174,109,52,84,47
T7175,110,52,85,47
T7176,110,52,85,47
T7177,110,52,85,47
T7178,110,52,85,47
T7179,110,52,85,47
T7180,110,52,85,47
T7181,110,52,85,47
T7182,110,52,85,47
T7183,110,52,85,47
T7184,110,52,85,47
T7185,110,52,85,47
T7186,110,52,85,47
T7187,110,52,85,47
T7188,110,52,85,47
T7189,110,52,85,47
T7190,110,52,85,47
T7191,110,52,85,47
T7192,110,52,85,47
T7193,110,52,85,47
T7194,110,52,85,47
T7195,110,52,85,47
T7196,110,52,85,47
T7197,110,52,85,47
T7198,110,52,85,47
T7199,110,52,85,47
T7200,110,52,85,47
T7201,110,52,85,47
T7202,110,52,85,47
T7203,110,52,85,47
T7204,110,52,85,47
T7205,110,52,85,47
T7206,110,52,85,47
T7207,110,52,85,47
T7208,110,52,85,47
T7209,110,52,85,47
T7210,110,52,85,47
T7211,110,52,85,47
T7212,110,52,85,47
T7213,110,52,85,47
T7214,110,52,85,47
T7215,110,52,85,47
T7216,110,52,85,47
T7217,110,52,85,47
T7218,110,52,85,47
T7219,110,52,85,47
T7220,110,52,85,47
T7221,110,52,85,47
T7222,110,52,85,47
T7223,110,52,85,47
T7224,110,52,85,47
T7225,110,52,85,47
T7226,110,52,85,47
T7227,110,52,85,47
T7228,110,52,85,47
T7229,110,52,85,47
T7230,110,52,85,47
T7231,110,52,85,47
T7232,110,52,85,47
T7233,110,52,85,47
T7234,110,52,85,47
T7235,110,52,85,47
T7236,110,52,85,47
T7237,110,52,85,47
T7238,110,52,85,47
T7239,110,52,85,47
T7240,110,52,85,47
T7241,110,52,85,47
T7242,110,52,85,47
T7243,110,52,85,47
T7244,110,52,85,47
T7245,110,52,85,47
T7246,110,52,85,47
T7247,110,52,85,47
T7248,110,52,85,47
T7249,110,52,85,47
T7250,110,52,85,47
T7251,110,52,85,47
T7252,110,52,85,47
T7253,110,52,85,47
T7254,110,52,85,47
T7255,110,52,85,47
T7256,110,52,85,47
T7257,110,52,85,47
T7258,110,52,85,47
T7259,110,52,85,47
T7260,110,52,85,47
T7261,110,52,85,47
T7262,110,52,85,47
T7263,110,52,85,47
T7264,110,52,85,47
T7265,110,52,85,47
T7266,110,52,85,47
T7267,110,52,85,47
T7268,110,52,85,47
T7269,110,52,85,47
T7270,110,52,85,47
T7271,110,52,85,47
T7272,110,52,85,47
T7273,110,52,85,47
T7274,110,52,85,47
T7275,110,52,85,47
T7276,110,52,85,47
T7277,110,52,85,47
T7278,110,52,85,47
T7279,110,52,85,47
T7280,110,52,85,47
T7281,110,52,85,47
T7282,110,52,85,47
T7283,110,52,85,47
T7284,110,52,85,47
T7285,110,52,85,47
T7286,110,52,85,47
T7287,110,52,85,47
T7288,110,52,85,47
T7289,110,52,85,47
T7290,110,52,85,47
T7291,110,52,85,47
T7292,110,52,85,47
T7293,110,52,85,47
T7294,110,52,85,47
T7295,110,52,85,47
T7296,110,52,85,47
T7297,110,52,85,47
T7298,110,52,85,47
T7299,110,52,85,47
T7300,110,52,85,47
T7301,110,52,85,47
T7302,110,52,85,47
T7303,110,52,85,47
T7304,110,52,85,47
T7305,110,52,85,47
T7306,110,52,85,47
T7307,110,52,85,47
T7308,110,52,85,47
T7309,110,52,85,47
T7310,110,52,85,47
T7311,110,52,85,47
T7312,110,52,85,47
T7313,110,52,85,47
T7314,110,53,85,48
T7315,110,53,85,48
T7316,110,53,85,48
T7317,110,53,85,48
T7318,110,53,85,48
T7319,110,53,85,48
T7320,110,53,85,48
T7321,110,53,85,48
T7322,110,53,85,48
T7323,110,53,85,48
T7324,110,53,85,48
T7325,110,53,85,48
T7326,110,53,85,48
T7327,110,53,85,48
T7328,110,53,85,48
T7329,110,53,85,48
T7330,110,53,85,48
T7331,110,53,85,48
T7332,110,53,85,48
T7333,110,53,85,48
T7334,110,53,85,48
T7335,110,53,85,48
T7336,110,53,85,48
T7337,110,53,85,48
T7338,110,53,85,48
T7339,110,53,85,48
T7340,110,53,85,48
T7341,110,53,85,48
T7342,110,53,85,48
T7343,110,53,85,48
T7344,110,53,85,48
T7345,110,53,85,48
T7346,110,53,85,48
T7347,110,53,85,48
T7348,110,53,85,48
T7349,110,53,85,48
T7350,110,53,85,48
T7351,110,53,85,48
T7352,110,53,85,48
T7353,110,53,85,48
T7354,110,53,85,48
T7355,110,53,85,48
T7356,110,53,85,48
T7357,110,53,85,48
T7358,110,53,85,48
T7359,110,53,85,48
T7360,110,53,85,48
T7361,110,53,85,48
T7362,110,53,85,48
T7363,110,53,85,48
T7364,110,53,85,48
T7365,110,53,85,48
T7366,110,53,85,48
T7367,110,53,85,48
T7368,110,53,85,48
