timestep,HP_ambient,HP_industry,HR_small,HR_medium,HR_large
T4921,3.173,3.268,3.478,3.896,4.31
T4922,3.056,3.268,3.478,3.896,4.31
T4923,3.038,3.268,3.478,3.896,4.31
T4924,3.032,3.268,3.478,3.896,4.31
T4925,3.038,3.268,3.478,3.896,4.31
T4926,3.026,3.268,3.478,3.896,4.31
T4927,3.074,3.268,3.478,3.896,4.31
T4928,3.129,3.268,3.478,3.896,4.31
T4929,3.192,3.268,3.478,3.896,4.31
T4930,3.251,3.268,3.478,3.896,4.31
T4931,3.278,3.268,3.478,3.896,4.31
T4932,3.278,3.268,3.478,3.896,4.31
T4933,3.32,3.268,3.478,3.896,4.31
T4934,3.369,3.268,3.478,3.896,4.31
T4935,3.369,3.268,3.478,3.896,4.31
T4936,3.384,3.268,3.478,3.896,4.31
T4937,3.391,3.268,3.478,3.896,4.31
T4938,3.369,3.268,3.478,3.896,4.31
T4939,3.292,3.268,3.478,3.896,4.31
T4940,3.225,3.268,3.478,3.896,4.31
T4941,3.147,3.268,3.478,3.896,4.31
T4942,3.116,3.268,3.478,3.896,4.31
T4943,3.05,3.268,3.478,3.896,4.31
T4944,2.998,3.268,3.478,3.896,4.31
T4945,2.958,3.268,3.478,3.896,4.31
T4946,2.942,3.268,3.478,3.896,4.31
T4947,2.931,3.268,3.478,3.896,4.31
T4948,2.92,3.268,3.478,3.896,4.31
T4949,2.914,3.268,3.478,3.896,4.31
T4950,2.964,3.268,3.478,3.896,4.31
T4951,3.032,3.268,3.478,3.896,4.31
T4952,3.068,3.268,3.478,3.896,4.31
T4953,3.122,3.268,3.478,3.896,4.31
T4954,3.16,3.268,3.478,3.896,4.31
T4955,3.225,3.268,3.478,3.896,4.31
T4956,3.299,3.268,3.478,3.896,4.31
T4957,3.292,3.268,3.478,3.896,4.31
T4958,3.285,3.268,3.478,3.896,4.31
T4959,3.285,3.268,3.478,3.896,4.31
T4960,3.141,3.268,3.478,3.896,4.31
T4961,3.192,3.268,3.478,3.896,4.31
T4962,3.211,3.268,3.478,3.896,4.31
T4963,3.122,3.268,3.478,3.896,4.31
T4964,3.05,3.268,3.478,3.896,4.31
T4965,3.044,3.268,3.478,3.896,4.31
T4966,3.044,3.268,3.478,3.896,4.31
T4967,3.05,3.268,3.478,3.896,4.31
T4968,3.044,3.268,3.478,3.896,4.31
T4969,3.05,3.268,3.478,3.896,4.31
T4970,3.056,3.268,3.478,3.896,4.31
T4971,3.038,3.268,3.478,3.896,4.31
T4972,3.044,3.268,3.478,3.896,4.31
T4973,2.981,3.268,3.478,3.896,4.31
T4974,2.992,3.268,3.478,3.896,4.31
T4975,3.032,3.268,3.478,3.896,4.31
T4976,3.068,3.268,3.478,3.896,4.31
T4977,3.098,3.268,3.478,3.896,4.31
T4978,3.179,3.268,3.478,3.896,4.31
T4979,3.306,3.268,3.478,3.896,4.31
T4980,3.198,3.268,3.478,3.896,4.31
T4981,3.258,3.268,3.478,3.896,4.31
T4982,3.362,3.268,3.478,3.896,4.31
T4983,3.334,3.268,3.478,3.896,4.31
T4984,3.334,3.268,3.478,3.896,4.31
T4985,3.355,3.268,3.478,3.896,4.31
T4986,3.348,3.268,3.478,3.896,4.31
T4987,3.285,3.268,3.478,3.896,4.31
T4988,3.218,3.268,3.478,3.896,4.31
T4989,3.173,3.268,3.478,3.896,4.31
T4990,3.104,3.268,3.478,3.896,4.31
T4991,3.11,3.268,3.478,3.896,4.31
T4992,3.068,3.268,3.478,3.896,4.31
T4993,3.021,3.268,3.478,3.896,4.31
T4994,3.015,3.268,3.478,3.896,4.31
T4995,2.992,3.268,3.478,3.896,4.31
T4996,2.992,3.268,3.478,3.896,4.31
T4997,2.969,3.268,3.478,3.896,4.31
T4998,3.116,3.268,3.478,3.896,4.31
T4999,3.179,3.268,3.478,3.896,4.31
T5000,3.244,3.268,3.478,3.896,4.31
T5001,3.306,3.268,3.478,3.896,4.31
T5002,3.341,3.268,3.478,3.896,4.31
T5003,3.391,3.268,3.478,3.896,4.31
T5004,3.435,3.268,3.478,3.896,4.31
T5005,3.466,3.268,3.478,3.896,4.31
T5006,3.443,3.268,3.478,3.896,4.31
T5007,3.473,3.268,3.478,3.896,4.31
T5008,3.466,3.268,3.478,3.896,4.31
T5009,3.443,3.268,3.478,3.896,4.31
T5010,3.428,3.268,3.478,3.896,4.31
T5011,3.384,3.268,3.478,3.896,4.31
T5012,3.334,3.268,3.478,3.896,4.31
T5013,3.251,3.268,3.478,3.896,4.31
T5014,3.244,3.268,3.478,3.896,4.31
T5015,3.211,3.268,3.478,3.896,4.31
T5016,3.198,3.268,3.478,3.896,4.31
T5017,3.166,3.268,3.478,3.896,4.31
T5018,3.173,3.268,3.478,3.896,4.31
T5019,3.154,3.268,3.478,3.896,4.31
T5020,3.154,3.268,3.478,3.896,4.31
T5021,3.198,3.268,3.478,3.896,4.31
T5022,3.251,3.268,3.478,3.896,4.31
T5023,3.299,3.268,3.478,3.896,4.31
T5024,3.32,3.268,3.478,3.896,4.31
T5025,3.355,3.268,3.478,3.896,4.31
T5026,3.341,3.268,3.478,3.896,4.31
T5027,3.377,3.268,3.478,3.896,4.31
T5028,3.398,3.268,3.478,3.896,4.31
T5029,3.398,3.268,3.478,3.896,4.31
T5030,3.377,3.268,3.478,3.896,4.31
T5031,3.398,3.268,3.478,3.896,4.31
T5032,3.369,3.268,3.478,3.896,4.31
T5033,3.369,3.268,3.478,3.896,4.31
T5034,3.391,3.268,3.478,3.896,4.31
T5035,3.443,3.268,3.478,3.896,4.31
T5036,3.428,3.268,3.478,3.896,4.31
T5037,3.313,3.268,3.478,3.896,4.31
T5038,3.278,3.268,3.478,3.896,4.31
T5039,3.211,3.268,3.478,3.896,4.31
T5040,3.205,3.268,3.478,3.896,4.31
T5041,3.205,3.268,3.478,3.896,4.31
T5042,3.16,3.268,3.478,3.896,4.31
T5043,3.116,3.268,3.478,3.896,4.31
T5044,3.068,3.268,3.478,3.896,4.31
T5045,3.068,3.268,3.478,3.896,4.31
T5046,3.11,3.268,3.478,3.896,4.31
T5047,3.16,3.268,3.478,3.896,4.31
T5048,3.205,3.268,3.478,3.896,4.31
T5049,3.278,3.268,3.478,3.896,4.31
T5050,3.334,3.268,3.478,3.896,4.31
T5051,3.406,3.268,3.478,3.896,4.31
T5052,3.348,3.268,3.478,3.896,4.31
T5053,3.251,3.268,3.478,3.896,4.31
T5054,3.362,3.268,3.478,3.896,4.31
T5055,3.428,3.268,3.478,3.896,4.31
T5056,3.481,3.268,3.478,3.896,4.31
T5057,3.481,3.268,3.478,3.896,4.31
T5058,3.406,3.268,3.478,3.896,4.31
T5059,3.258,3.268,3.478,3.896,4.31
T5060,3.218,3.268,3.478,3.896,4.31
T5061,3.173,3.268,3.478,3.896,4.31
T5062,3.147,3.268,3.478,3.896,4.31
T5063,3.129,3.268,3.478,3.896,4.31
T5064,3.122,3.268,3.478,3.896,4.31
T5065,3.068,3.268,3.478,3.896,4.31
T5066,3.056,3.268,3.478,3.896,4.31
T5067,3.05,3.268,3.478,3.896,4.31
T5068,3.044,3.268,3.478,3.896,4.31
T5069,3.062,3.268,3.478,3.896,4.31
T5070,3.098,3.268,3.478,3.896,4.31
T5071,3.129,3.268,3.478,3.896,4.31
T5072,3.16,3.268,3.478,3.896,4.31
T5073,3.122,3.268,3.478,3.896,4.31
T5074,3.179,3.268,3.478,3.896,4.31
T5075,3.292,3.268,3.478,3.896,4.31
T5076,3.278,3.268,3.478,3.896,4.31
T5077,3.306,3.268,3.478,3.896,4.31
T5078,3.211,3.268,3.478,3.896,4.31
T5079,3.16,3.268,3.478,3.896,4.31
T5080,3.238,3.268,3.478,3.896,4.31
T5081,3.185,3.268,3.478,3.896,4.31
T5082,3.218,3.268,3.478,3.896,4.31
T5083,3.225,3.268,3.478,3.896,4.31
T5084,3.166,3.268,3.478,3.896,4.31
T5085,3.11,3.268,3.478,3.896,4.31
T5086,3.062,3.268,3.478,3.896,4.31
T5087,3.056,3.268,3.478,3.896,4.31
T5088,3.092,3.268,3.478,3.896,4.31
T5089,3.129,3.268,3.478,3.896,4.31
T5090,3.098,3.268,3.478,3.896,4.31
T5091,3.104,3.268,3.478,3.896,4.31
T5092,3.098,3.268,3.478,3.896,4.31
T5093,3.116,3.268,3.478,3.896,4.31
T5094,3.135,3.268,3.478,3.896,4.31
T5095,3.154,3.268,3.478,3.896,4.31
T5096,3.154,3.268,3.478,3.896,4.31
T5097,3.179,3.268,3.478,3.896,4.31
T5098,3.231,3.268,3.478,3.896,4.31
T5099,3.285,3.268,3.478,3.896,4.31
T5100,3.306,3.268,3.478,3.896,4.31
T5101,3.244,3.268,3.478,3.896,4.31
T5102,3.166,3.268,3.478,3.896,4.31
T5103,3.278,3.268,3.478,3.896,4.31
T5104,3.292,3.268,3.478,3.896,4.31
T5105,3.211,3.268,3.478,3.896,4.31
T5106,3.179,3.268,3.478,3.896,4.31
T5107,3.166,3.268,3.478,3.896,4.31
T5108,3.154,3.268,3.478,3.896,4.31
T5109,3.154,3.268,3.478,3.896,4.31
T5110,3.135,3.268,3.478,3.896,4.31
T5111,3.135,3.268,3.478,3.896,4.31
T5112,3.141,3.268,3.478,3.896,4.31
T5113,3.147,3.268,3.478,3.896,4.31
T5114,3.129,3.268,3.478,3.896,4.31
T5115,3.092,3.268,3.478,3.896,4.31
T5116,3.05,3.268,3.478,3.896,4.31
T5117,3.05,3.268,3.478,3.896,4.31
T5118,3.056,3.268,3.478,3.896,4.31
T5119,3.122,3.268,3.478,3.896,4.31
T5120,3.205,3.268,3.478,3.896,4.31
T5121,3.251,3.268,3.478,3.896,4.31
T5122,3.299,3.268,3.478,3.896,4.31
T5123,3.341,3.268,3.478,3.896,4.31
T5124,3.362,3.268,3.478,3.896,4.31
T5125,3.362,3.268,3.478,3.896,4.31
T5126,3.348,3.268,3.478,3.896,4.31
T5127,3.348,3.268,3.478,3.896,4.31
T5128,3.334,3.268,3.478,3.896,4.31
T5129,3.292,3.268,3.478,3.896,4.31
T5130,3.292,3.268,3.478,3.896,4.31
T5131,3.292,3.268,3.478,3.896,4.31
T5132,3.292,3.268,3.478,3.896,4.31
T5133,3.258,3.268,3.478,3.896,4.31
T5134,3.231,3.268,3.478,3.896,4.31
T5135,3.166,3.268,3.478,3.896,4.31
T5136,3.141,3.268,3.478,3.896,4.31
T5137,3.173,3.268,3.478,3.896,4.31
T5138,3.192,3.268,3.478,3.896,4.31
T5139,3.185,3.268,3.478,3.896,4.31
T5140,3.179,3.268,3.478,3.896,4.31
T5141,3.16,3.268,3.478,3.896,4.31
T5142,3.192,3.268,3.478,3.896,4.31
T5143,3.205,3.268,3.478,3.896,4.31
T5144,3.244,3.268,3.478,3.896,4.31
T5145,3.285,3.268,3.478,3.896,4.31
T5146,3.306,3.268,3.478,3.896,4.31
T5147,3.341,3.268,3.478,3.896,4.31
T5148,3.292,3.268,3.478,3.896,4.31
T5149,3.355,3.268,3.478,3.896,4.31
T5150,3.435,3.268,3.478,3.896,4.31
T5151,3.362,3.268,3.478,3.896,4.31
T5152,3.327,3.268,3.478,3.896,4.31
T5153,3.251,3.268,3.478,3.896,4.31
T5154,3.278,3.268,3.478,3.896,4.31
T5155,3.299,3.268,3.478,3.896,4.31
T5156,3.306,3.268,3.478,3.896,4.31
T5157,3.278,3.268,3.478,3.896,4.31
T5158,3.211,3.268,3.478,3.896,4.31
T5159,3.135,3.268,3.478,3.896,4.31
T5160,3.154,3.268,3.478,3.896,4.31
T5161,3.173,3.268,3.478,3.896,4.31
T5162,3.185,3.268,3.478,3.896,4.31
T5163,3.16,3.268,3.478,3.896,4.31
T5164,3.135,3.268,3.478,3.896,4.31
T5165,3.104,3.268,3.478,3.896,4.31
T5166,3.11,3.268,3.478,3.896,4.31
T5167,3.154,3.268,3.478,3.896,4.31
T5168,3.218,3.268,3.478,3.896,4.31
T5169,3.271,3.268,3.478,3.896,4.31
T5170,3.306,3.268,3.478,3.896,4.31
T5171,3.362,3.268,3.478,3.896,4.31
T5172,3.377,3.268,3.478,3.896,4.31
T5173,3.377,3.268,3.478,3.896,4.31
T5174,3.391,3.268,3.478,3.896,4.31
T5175,3.45,3.268,3.478,3.896,4.31
T5176,3.473,3.268,3.478,3.896,4.31
T5177,3.481,3.268,3.478,3.896,4.31
T5178,3.42,3.268,3.478,3.896,4.31
T5179,3.355,3.268,3.478,3.896,4.31
T5180,3.271,3.268,3.478,3.896,4.31
T5181,3.173,3.268,3.478,3.896,4.31
T5182,3.129,3.268,3.478,3.896,4.31
T5183,3.074,3.268,3.478,3.896,4.31
T5184,3.044,3.268,3.478,3.896,4.31
T5185,3.05,3.268,3.478,3.896,4.31
T5186,3.08,3.268,3.478,3.896,4.31
T5187,3.08,3.268,3.478,3.896,4.31
T5188,3.074,3.268,3.478,3.896,4.31
T5189,3.062,3.268,3.478,3.896,4.31
T5190,3.074,3.268,3.478,3.896,4.31
T5191,3.092,3.268,3.478,3.896,4.31
T5192,3.104,3.268,3.478,3.896,4.31
T5193,3.129,3.268,3.478,3.896,4.31
T5194,3.179,3.268,3.478,3.896,4.31
T5195,3.244,3.268,3.478,3.896,4.31
T5196,3.292,3.268,3.478,3.896,4.31
T5197,3.32,3.268,3.478,3.896,4.31
T5198,3.334,3.268,3.478,3.896,4.31
T5199,3.313,3.268,3.478,3.896,4.31
T5200,3.306,3.268,3.478,3.896,4.31
T5201,3.306,3.268,3.478,3.896,4.31
T5202,3.292,3.268,3.478,3.896,4.31
T5203,3.271,3.268,3.478,3.896,4.31
T5204,3.225,3.268,3.478,3.896,4.31
T5205,3.166,3.268,3.478,3.896,4.31
T5206,3.173,3.268,3.478,3.896,4.31
T5207,3.173,3.268,3.478,3.896,4.31
T5208,3.154,3.268,3.478,3.896,4.31
T5209,3.141,3.268,3.478,3.896,4.31
T5210,3.098,3.268,3.478,3.896,4.31
T5211,3.068,3.268,3.478,3.896,4.31
T5212,3.056,3.268,3.478,3.896,4.31
T5213,3.08,3.268,3.478,3.896,4.31
T5214,3.092,3.268,3.478,3.896,4.31
T5215,3.104,3.268,3.478,3.896,4.31
T5216,3.122,3.268,3.478,3.896,4.31
T5217,3.135,3.268,3.478,3.896,4.31
T5218,3.173,3.268,3.478,3.896,4.31
T5219,3.211,3.268,3.478,3.896,4.31
T5220,3.173,3.268,3.478,3.896,4.31
T5221,3.16,3.268,3.478,3.896,4.31
T5222,3.166,3.268,3.478,3.896,4.31
T5223,3.154,3.268,3.478,3.896,4.31
T5224,3.129,3.268,3.478,3.896,4.31
T5225,3.074,3.268,3.478,3.896,4.31
T5226,3.032,3.268,3.478,3.896,4.31
T5227,3.009,3.268,3.478,3.896,4.31
T5228,2.998,3.268,3.478,3.896,4.31
T5229,2.992,3.268,3.478,3.896,4.31
T5230,2.986,3.268,3.478,3.896,4.31
T5231,2.986,3.268,3.478,3.896,4.31
T5232,3.009,3.268,3.478,3.896,4.31
T5233,3.021,3.268,3.478,3.896,4.31
T5234,3.015,3.268,3.478,3.896,4.31
T5235,3.009,3.268,3.478,3.896,4.31
T5236,3.009,3.268,3.478,3.896,4.31
T5237,3.032,3.268,3.478,3.896,4.31
T5238,3.05,3.268,3.478,3.896,4.31
T5239,3.038,3.268,3.478,3.896,4.31
T5240,3.044,3.268,3.478,3.896,4.31
T5241,3.044,3.268,3.478,3.896,4.31
T5242,3.038,3.268,3.478,3.896,4.31
T5243,3.032,3.268,3.478,3.896,4.31
T5244,3.044,3.268,3.478,3.896,4.31
T5245,3.068,3.268,3.478,3.896,4.31
T5246,3.104,3.268,3.478,3.896,4.31
T5247,3.098,3.268,3.478,3.896,4.31
T5248,3.104,3.268,3.478,3.896,4.31
T5249,3.104,3.268,3.478,3.896,4.31
T5250,3.098,3.268,3.478,3.896,4.31
T5251,3.086,3.268,3.478,3.896,4.31
T5252,3.074,3.268,3.478,3.896,4.31
T5253,3.05,3.268,3.478,3.896,4.31
T5254,3.044,3.268,3.478,3.896,4.31
T5255,3.038,3.268,3.478,3.896,4.31
T5256,3.038,3.268,3.478,3.896,4.31
T5257,3.021,3.268,3.478,3.896,4.31
T5258,3.009,3.268,3.478,3.896,4.31
T5259,2.998,3.268,3.478,3.896,4.31
T5260,2.998,3.268,3.478,3.896,4.31
T5261,3.003,3.268,3.478,3.896,4.31
T5262,3.003,3.268,3.478,3.896,4.31
T5263,3.003,3.268,3.478,3.896,4.31
T5264,3.026,3.268,3.478,3.896,4.31
T5265,3.086,3.268,3.478,3.896,4.31
T5266,3.122,3.268,3.478,3.896,4.31
T5267,3.185,3.268,3.478,3.896,4.31
T5268,3.265,3.268,3.478,3.896,4.31
T5269,3.292,3.268,3.478,3.896,4.31
T5270,3.313,3.268,3.478,3.896,4.31
T5271,3.265,3.268,3.478,3.896,4.31
T5272,3.244,3.268,3.478,3.896,4.31
T5273,3.211,3.268,3.478,3.896,4.31
T5274,3.122,3.268,3.478,3.896,4.31
T5275,3.098,3.268,3.478,3.896,4.31
T5276,3.003,3.268,3.478,3.896,4.31
T5277,2.953,3.268,3.478,3.896,4.31
T5278,2.958,3.268,3.478,3.896,4.31
T5279,2.947,3.268,3.478,3.896,4.31
T5280,2.975,3.268,3.478,3.896,4.31
T5281,2.964,3.268,3.478,3.896,4.31
T5282,2.975,3.268,3.478,3.896,4.31
T5283,2.981,3.268,3.478,3.896,4.31
T5284,2.964,3.268,3.478,3.896,4.31
T5285,2.975,3.268,3.478,3.896,4.31
T5286,2.964,3.268,3.478,3.896,4.31
T5287,2.947,3.268,3.478,3.896,4.31
T5288,2.925,3.268,3.478,3.896,4.31
T5289,2.936,3.268,3.478,3.896,4.31
T5290,2.958,3.268,3.478,3.896,4.31
T5291,2.953,3.268,3.478,3.896,4.31
T5292,2.947,3.268,3.478,3.896,4.31
T5293,2.975,3.268,3.478,3.896,4.31
T5294,2.998,3.268,3.478,3.896,4.31
T5295,3.044,3.268,3.478,3.896,4.31
T5296,3.056,3.268,3.478,3.896,4.31
T5297,3.026,3.268,3.478,3.896,4.31
T5298,3.074,3.268,3.478,3.896,4.31
T5299,3.05,3.268,3.478,3.896,4.31
T5300,3.021,3.268,3.478,3.896,4.31
T5301,3.009,3.268,3.478,3.896,4.31
T5302,2.992,3.268,3.478,3.896,4.31
T5303,2.958,3.268,3.478,3.896,4.31
T5304,2.964,3.268,3.478,3.896,4.31
T5305,2.947,3.268,3.478,3.896,4.31
T5306,2.931,3.268,3.478,3.896,4.31
T5307,2.947,3.268,3.478,3.896,4.31
T5308,2.936,3.268,3.478,3.896,4.31
T5309,2.936,3.268,3.478,3.896,4.31
T5310,2.958,3.268,3.478,3.896,4.31
T5311,2.981,3.268,3.478,3.896,4.31
T5312,3.003,3.268,3.478,3.896,4.31
T5313,3.003,3.268,3.478,3.896,4.31
T5314,3.086,3.268,3.478,3.896,4.31
T5315,3.092,3.268,3.478,3.896,4.31
T5316,3.092,3.268,3.478,3.896,4.31
T5317,3.11,3.268,3.478,3.896,4.31
T5318,3.16,3.268,3.478,3.896,4.31
T5319,3.166,3.268,3.478,3.896,4.31
T5320,3.179,3.268,3.478,3.896,4.31
T5321,3.205,3.268,3.478,3.896,4.31
T5322,3.225,3.268,3.478,3.896,4.31
T5323,3.192,3.268,3.478,3.896,4.31
T5324,3.104,3.268,3.478,3.896,4.31
T5325,3.003,3.268,3.478,3.896,4.31
T5326,2.986,3.268,3.478,3.896,4.31
T5327,2.986,3.268,3.478,3.896,4.31
T5328,2.958,3.268,3.478,3.896,4.31
T5329,2.958,3.268,3.478,3.896,4.31
T5330,2.942,3.268,3.478,3.896,4.31
T5331,2.953,3.268,3.478,3.896,4.31
T5332,2.953,3.268,3.478,3.896,4.31
T5333,2.981,3.268,3.478,3.896,4.31
T5334,3.026,3.268,3.478,3.896,4.31
T5335,3.068,3.268,3.478,3.896,4.31
T5336,3.098,3.268,3.478,3.896,4.31
T5337,3.129,3.268,3.478,3.896,4.31
T5338,3.179,3.268,3.478,3.896,4.31
T5339,3.198,3.268,3.478,3.896,4.31
T5340,3.238,3.268,3.478,3.896,4.31
T5341,3.244,3.268,3.478,3.896,4.31
T5342,3.292,3.268,3.478,3.896,4.31
T5343,3.265,3.268,3.478,3.896,4.31
T5344,3.299,3.268,3.478,3.896,4.31
T5345,3.285,3.268,3.478,3.896,4.31
T5346,3.244,3.268,3.478,3.896,4.31
T5347,3.225,3.268,3.478,3.896,4.31
T5348,3.218,3.268,3.478,3.896,4.31
T5349,3.16,3.268,3.478,3.896,4.31
T5350,3.147,3.268,3.478,3.896,4.31
T5351,3.173,3.268,3.478,3.896,4.31
T5352,3.166,3.268,3.478,3.896,4.31
T5353,3.198,3.268,3.478,3.896,4.31
T5354,3.244,3.268,3.478,3.896,4.31
T5355,3.251,3.268,3.478,3.896,4.31
T5356,3.211,3.268,3.478,3.896,4.31
T5357,3.218,3.268,3.478,3.896,4.31
T5358,3.225,3.268,3.478,3.896,4.31
T5359,3.238,3.268,3.478,3.896,4.31
T5360,3.285,3.268,3.478,3.896,4.31
T5361,3.369,3.268,3.478,3.896,4.31
T5362,3.313,3.268,3.478,3.896,4.31
T5363,3.327,3.268,3.478,3.896,4.31
T5364,3.355,3.268,3.478,3.896,4.31
T5365,3.384,3.268,3.478,3.896,4.31
T5366,3.406,3.268,3.478,3.896,4.31
T5367,3.42,3.268,3.478,3.896,4.31
T5368,3.369,3.268,3.478,3.896,4.31
T5369,3.334,3.268,3.478,3.896,4.31
T5370,3.278,3.268,3.478,3.896,4.31
T5371,3.231,3.268,3.478,3.896,4.31
T5372,3.192,3.268,3.478,3.896,4.31
T5373,3.192,3.268,3.478,3.896,4.31
T5374,3.185,3.268,3.478,3.896,4.31
T5375,3.173,3.268,3.478,3.896,4.31
T5376,3.185,3.268,3.478,3.896,4.31
T5377,3.185,3.268,3.478,3.896,4.31
T5378,3.129,3.268,3.478,3.896,4.31
T5379,3.154,3.268,3.478,3.896,4.31
T5380,3.154,3.268,3.478,3.896,4.31
T5381,3.166,3.268,3.478,3.896,4.31
T5382,3.116,3.268,3.478,3.896,4.31
T5383,3.11,3.268,3.478,3.896,4.31
T5384,3.116,3.268,3.478,3.896,4.31
T5385,3.192,3.268,3.478,3.896,4.31
T5386,3.285,3.268,3.478,3.896,4.31
T5387,3.369,3.268,3.478,3.896,4.31
T5388,3.435,3.268,3.478,3.896,4.31
T5389,3.443,3.268,3.478,3.896,4.31
T5390,3.496,3.268,3.478,3.896,4.31
T5391,3.544,3.268,3.478,3.896,4.31
T5392,3.544,3.268,3.478,3.896,4.31
T5393,3.52,3.268,3.478,3.896,4.31
T5394,3.481,3.268,3.478,3.896,4.31
T5395,3.428,3.268,3.478,3.896,4.31
T5396,3.299,3.268,3.478,3.896,4.31
T5397,3.218,3.268,3.478,3.896,4.31
T5398,3.211,3.268,3.478,3.896,4.31
T5399,3.198,3.268,3.478,3.896,4.31
T5400,3.179,3.268,3.478,3.896,4.31
T5401,3.166,3.268,3.478,3.896,4.31
T5402,3.166,3.268,3.478,3.896,4.31
T5403,3.122,3.268,3.478,3.896,4.31
T5404,3.116,3.268,3.478,3.896,4.31
T5405,3.147,3.268,3.478,3.896,4.31
T5406,3.179,3.268,3.478,3.896,4.31
T5407,3.244,3.268,3.478,3.896,4.31
T5408,3.348,3.268,3.478,3.896,4.31
T5409,3.428,3.268,3.478,3.896,4.31
T5410,3.512,3.268,3.478,3.896,4.31
T5411,3.552,3.268,3.478,3.896,4.31
T5412,3.544,3.268,3.478,3.896,4.31
T5413,3.568,3.268,3.478,3.896,4.31
T5414,3.576,3.268,3.478,3.896,4.31
T5415,3.592,3.268,3.478,3.896,4.31
T5416,3.576,3.268,3.478,3.896,4.31
T5417,3.536,3.268,3.478,3.896,4.31
T5418,3.428,3.268,3.478,3.896,4.31
T5419,3.355,3.268,3.478,3.896,4.31
T5420,3.306,3.268,3.478,3.896,4.31
T5421,3.292,3.268,3.478,3.896,4.31
T5422,3.292,3.268,3.478,3.896,4.31
T5423,3.258,3.268,3.478,3.896,4.31
T5424,3.211,3.268,3.478,3.896,4.31
T5425,3.205,3.268,3.478,3.896,4.31
T5426,3.192,3.268,3.478,3.896,4.31
T5427,3.211,3.268,3.478,3.896,4.31
T5428,3.251,3.268,3.478,3.896,4.31
T5429,3.285,3.268,3.478,3.896,4.31
T5430,3.313,3.268,3.478,3.896,4.31
T5431,3.355,3.268,3.478,3.896,4.31
T5432,3.428,3.268,3.478,3.896,4.31
T5433,3.489,3.268,3.478,3.896,4.31
T5434,3.458,3.268,3.478,3.896,4.31
T5435,3.466,3.268,3.478,3.896,4.31
T5436,3.52,3.268,3.478,3.896,4.31
T5437,3.504,3.268,3.478,3.896,4.31
T5438,3.406,3.268,3.478,3.896,4.31
T5439,3.481,3.268,3.478,3.896,4.31
T5440,3.608,3.268,3.478,3.896,4.31
T5441,3.592,3.268,3.478,3.896,4.31
T5442,3.544,3.268,3.478,3.896,4.31
T5443,3.496,3.268,3.478,3.896,4.31
T5444,3.489,3.268,3.478,3.896,4.31
T5445,3.45,3.268,3.478,3.896,4.31
T5446,3.355,3.268,3.478,3.896,4.31
T5447,3.278,3.268,3.478,3.896,4.31
T5448,3.192,3.268,3.478,3.896,4.31
T5449,3.129,3.268,3.478,3.896,4.31
T5450,3.074,3.268,3.478,3.896,4.31
T5451,3.044,3.268,3.478,3.896,4.31
T5452,3.015,3.268,3.478,3.896,4.31
T5453,2.975,3.268,3.478,3.896,4.31
T5454,3.003,3.268,3.478,3.896,4.31
T5455,3.086,3.268,3.478,3.896,4.31
T5456,3.198,3.268,3.478,3.896,4.31
T5457,3.258,3.268,3.478,3.896,4.31
T5458,3.32,3.268,3.478,3.896,4.31
T5459,3.384,3.268,3.478,3.896,4.31
T5460,3.428,3.268,3.478,3.896,4.31
T5461,3.481,3.268,3.478,3.896,4.31
T5462,3.528,3.268,3.478,3.896,4.31
T5463,3.56,3.268,3.478,3.896,4.31
T5464,3.576,3.268,3.478,3.896,4.31
T5465,3.544,3.268,3.478,3.896,4.31
T5466,3.481,3.268,3.478,3.896,4.31
T5467,3.473,3.268,3.478,3.896,4.31
T5468,3.391,3.268,3.478,3.896,4.31
T5469,3.32,3.268,3.478,3.896,4.31
T5470,3.258,3.268,3.478,3.896,4.31
T5471,3.16,3.268,3.478,3.896,4.31
T5472,3.098,3.268,3.478,3.896,4.31
T5473,3.092,3.268,3.478,3.896,4.31
T5474,3.098,3.268,3.478,3.896,4.31
T5475,3.074,3.268,3.478,3.896,4.31
T5476,3.074,3.268,3.478,3.896,4.31
T5477,3.026,3.268,3.478,3.896,4.31
T5478,3.116,3.268,3.478,3.896,4.31
T5479,3.154,3.268,3.478,3.896,4.31
T5480,3.198,3.268,3.478,3.896,4.31
T5481,3.211,3.268,3.478,3.896,4.31
T5482,3.258,3.268,3.478,3.896,4.31
T5483,3.285,3.268,3.478,3.896,4.31
T5484,3.341,3.268,3.478,3.896,4.31
T5485,3.384,3.268,3.478,3.896,4.31
T5486,3.377,3.268,3.478,3.896,4.31
T5487,3.341,3.268,3.478,3.896,4.31
T5488,3.341,3.268,3.478,3.896,4.31
T5489,3.313,3.268,3.478,3.896,4.31
T5490,3.313,3.268,3.478,3.896,4.31
T5491,3.313,3.268,3.478,3.896,4.31
T5492,3.299,3.268,3.478,3.896,4.31
T5493,3.271,3.268,3.478,3.896,4.31
T5494,3.271,3.268,3.478,3.896,4.31
T5495,3.271,3.268,3.478,3.896,4.31
T5496,3.238,3.268,3.478,3.896,4.31
T5497,3.198,3.268,3.478,3.896,4.31
T5498,3.198,3.268,3.478,3.896,4.31
T5499,3.185,3.268,3.478,3.896,4.31
T5500,3.16,3.268,3.478,3.896,4.31
T5501,3.173,3.268,3.478,3.896,4.31
