timestep,HP_ambient,HP_industry,HR_small,HR_medium,HR_large
T5502,3.16,3.268,3.478,3.896,4.31
T5503,3.173,3.268,3.478,3.896,4.31
T5504,3.192,3.268,3.478,3.896,4.31
T5505,3.218,3.268,3.478,3.896,4.31
T5506,3.285,3.268,3.478,3.896,4.31
T5507,3.384,3.268,3.478,3.896,4.31
T5508,3.512,3.268,3.478,3.896,4.31
T5509,3.584,3.268,3.478,3.896,4.31
T5510,3.576,3.268,3.478,3.896,4.31
T5511,3.56,3.268,3.478,3.896,4.31
T5512,3.568,3.268,3.478,3.896,4.31
T5513,3.576,3.268,3.478,3.896,4.31
T5514,3.512,3.268,3.478,3.896,4.31
T5515,3.428,3.268,3.478,3.896,4.31
T5516,3.369,3.268,3.478,3.896,4.31
T5517,3.341,3.268,3.478,3.896,4.31
T5518,3.278,3.268,3.478,3.896,4.31
T5519,3.292,3.268,3.478,3.896,4.31
T5520,3.271,3.268,3.478,3.896,4.31
T5521,3.244,3.268,3.478,3.896,4.31
T5522,3.225,3.268,3.478,3.896,4.31
T5523,3.244,3.268,3.478,3.896,4.31
T5524,3.258,3.268,3.478,3.896,4.31
T5525,3.265,3.268,3.478,3.896,4.31
T5526,3.265,3.268,3.478,3.896,4.31
T5527,3.285,3.268,3.478,3.896,4.31
T5528,3.341,3.268,3.478,3.896,4.31
T5529,3.413,3.268,3.478,3.896,4.31
T5530,3.528,3.268,3.478,3.896,4.31
T5531,3.608,3.268,3.478,3.896,4.31
T5532,3.65,3.268,3.478,3.896,4.31
T5533,3.667,3.268,3.478,3.896,4.31
T5534,3.667,3.268,3.478,3.896,4.31
T5535,3.676,3.268,3.478,3.896,4.31
T5536,3.71,3.268,3.478,3.896,4.31
T5537,3.642,3.268,3.478,3.896,4.31
T5538,3.6,3.268,3.478,3.896,4.31
T5539,3.568,3.268,3.478,3.896,4.31
T5540,3.481,3.268,3.478,3.896,4.31
T5541,3.406,3.268,3.478,3.896,4.31
T5542,3.355,3.268,3.478,3.896,4.31
T5543,3.327,3.268,3.478,3.896,4.31
T5544,3.218,3.268,3.478,3.896,4.31
T5545,3.205,3.268,3.478,3.896,4.31
T5546,3.225,3.268,3.478,3.896,4.31
T5547,3.231,3.268,3.478,3.896,4.31
T5548,3.218,3.268,3.478,3.896,4.31
T5549,3.211,3.268,3.478,3.896,4.31
T5550,3.218,3.268,3.478,3.896,4.31
T5551,3.218,3.268,3.478,3.896,4.31
T5552,3.218,3.268,3.478,3.896,4.31
T5553,3.251,3.268,3.478,3.896,4.31
T5554,3.292,3.268,3.478,3.896,4.31
T5555,3.348,3.268,3.478,3.896,4.31
T5556,3.473,3.268,3.478,3.896,4.31
T5557,3.52,3.268,3.478,3.896,4.31
T5558,3.56,3.268,3.478,3.896,4.31
T5559,3.552,3.268,3.478,3.896,4.31
T5560,3.584,3.268,3.478,3.896,4.31
T5561,3.528,3.268,3.478,3.896,4.31
T5562,3.384,3.268,3.478,3.896,4.31
T5563,3.355,3.268,3.478,3.896,4.31
T5564,3.285,3.268,3.478,3.896,4.31
T5565,3.251,3.268,3.478,3.896,4.31
T5566,3.225,3.268,3.478,3.896,4.31
T5567,3.205,3.268,3.478,3.896,4.31
T5568,3.16,3.268,3.478,3.896,4.31
T5569,3.129,3.268,3.478,3.896,4.31
T5570,3.129,3.268,3.478,3.896,4.31
T5571,3.08,3.268,3.478,3.896,4.31
T5572,3.122,3.268,3.478,3.896,4.31
T5573,3.092,3.268,3.478,3.896,4.31
T5574,3.104,3.268,3.478,3.896,4.31
T5575,3.154,3.268,3.478,3.896,4.31
T5576,3.244,3.268,3.478,3.896,4.31
T5577,3.348,3.268,3.478,3.896,4.31
T5578,3.435,3.268,3.478,3.896,4.31
T5579,3.481,3.268,3.478,3.896,4.31
T5580,3.528,3.268,3.478,3.896,4.31
T5581,3.544,3.268,3.478,3.896,4.31
T5582,3.576,3.268,3.478,3.896,4.31
T5583,3.576,3.268,3.478,3.896,4.31
T5584,3.576,3.268,3.478,3.896,4.31
T5585,3.568,3.268,3.478,3.896,4.31
T5586,3.552,3.268,3.478,3.896,4.31
T5587,3.504,3.268,3.478,3.896,4.31
T5588,3.334,3.268,3.478,3.896,4.31
T5589,3.218,3.268,3.478,3.896,4.31
T5590,3.179,3.268,3.478,3.896,4.31
T5591,3.166,3.268,3.478,3.896,4.31
T5592,3.135,3.268,3.478,3.896,4.31
T5593,3.135,3.268,3.478,3.896,4.31
T5594,3.116,3.268,3.478,3.896,4.31
T5595,3.08,3.268,3.478,3.896,4.31
T5596,3.116,3.268,3.478,3.896,4.31
T5597,3.135,3.268,3.478,3.896,4.31
T5598,3.154,3.268,3.478,3.896,4.31
T5599,3.231,3.268,3.478,3.896,4.31
T5600,3.313,3.268,3.478,3.896,4.31
T5601,3.369,3.268,3.478,3.896,4.31
T5602,3.428,3.268,3.478,3.896,4.31
T5603,3.496,3.268,3.478,3.896,4.31
T5604,3.528,3.268,3.478,3.896,4.31
T5605,3.584,3.268,3.478,3.896,4.31
T5606,3.608,3.268,3.478,3.896,4.31
T5607,3.642,3.268,3.478,3.896,4.31
T5608,3.633,3.268,3.478,3.896,4.31
T5609,3.625,3.268,3.478,3.896,4.31
T5610,3.6,3.268,3.478,3.896,4.31
T5611,3.428,3.268,3.478,3.896,4.31
T5612,3.398,3.268,3.478,3.896,4.31
T5613,3.369,3.268,3.478,3.896,4.31
T5614,3.334,3.268,3.478,3.896,4.31
T5615,3.238,3.268,3.478,3.896,4.31
T5616,3.211,3.268,3.478,3.896,4.31
T5617,3.141,3.268,3.478,3.896,4.31
T5618,3.104,3.268,3.478,3.896,4.31
T5619,3.074,3.268,3.478,3.896,4.31
T5620,3.062,3.268,3.478,3.896,4.31
T5621,3.05,3.268,3.478,3.896,4.31
T5622,3.11,3.268,3.478,3.896,4.31
T5623,3.179,3.268,3.478,3.896,4.31
T5624,3.251,3.268,3.478,3.896,4.31
T5625,3.306,3.268,3.478,3.896,4.31
T5626,3.384,3.268,3.478,3.896,4.31
T5627,3.443,3.268,3.478,3.896,4.31
T5628,3.45,3.268,3.478,3.896,4.31
T5629,3.496,3.268,3.478,3.896,4.31
T5630,3.512,3.268,3.478,3.896,4.31
T5631,3.512,3.268,3.478,3.896,4.31
T5632,3.398,3.268,3.478,3.896,4.31
T5633,3.334,3.268,3.478,3.896,4.31
T5634,3.334,3.268,3.478,3.896,4.31
T5635,3.313,3.268,3.478,3.896,4.31
T5636,3.285,3.268,3.478,3.896,4.31
T5637,3.271,3.268,3.478,3.896,4.31
T5638,3.271,3.268,3.478,3.896,4.31
T5639,3.251,3.268,3.478,3.896,4.31
T5640,3.218,3.268,3.478,3.896,4.31
T5641,3.135,3.268,3.478,3.896,4.31
T5642,3.086,3.268,3.478,3.896,4.31
T5643,3.074,3.268,3.478,3.896,4.31
T5644,3.032,3.268,3.478,3.896,4.31
T5645,3.026,3.268,3.478,3.896,4.31
T5646,3.026,3.268,3.478,3.896,4.31
T5647,3.104,3.268,3.478,3.896,4.31
T5648,3.173,3.268,3.478,3.896,4.31
T5649,3.238,3.268,3.478,3.896,4.31
T5650,3.271,3.268,3.478,3.896,4.31
T5651,3.341,3.268,3.478,3.896,4.31
T5652,3.362,3.268,3.478,3.896,4.31
T5653,3.391,3.268,3.478,3.896,4.31
T5654,3.42,3.268,3.478,3.896,4.31
T5655,3.428,3.268,3.478,3.896,4.31
T5656,3.384,3.268,3.478,3.896,4.31
T5657,3.341,3.268,3.478,3.896,4.31
T5658,3.306,3.268,3.478,3.896,4.31
T5659,3.278,3.268,3.478,3.896,4.31
T5660,3.251,3.268,3.478,3.896,4.31
T5661,3.251,3.268,3.478,3.896,4.31
T5662,3.244,3.268,3.478,3.896,4.31
T5663,3.251,3.268,3.478,3.896,4.31
T5664,3.244,3.268,3.478,3.896,4.31
T5665,3.225,3.268,3.478,3.896,4.31
T5666,3.225,3.268,3.478,3.896,4.31
T5667,3.244,3.268,3.478,3.896,4.31
T5668,3.205,3.268,3.478,3.896,4.31
T5669,3.205,3.268,3.478,3.896,4.31
T5670,3.218,3.268,3.478,3.896,4.31
T5671,3.231,3.268,3.478,3.896,4.31
T5672,3.265,3.268,3.478,3.896,4.31
T5673,3.377,3.268,3.478,3.896,4.31
T5674,3.42,3.268,3.478,3.896,4.31
T5675,3.435,3.268,3.478,3.896,4.31
T5676,3.512,3.268,3.478,3.896,4.31
T5677,3.6,3.268,3.478,3.896,4.31
T5678,3.625,3.268,3.478,3.896,4.31
T5679,3.617,3.268,3.478,3.896,4.31
T5680,3.592,3.268,3.478,3.896,4.31
T5681,3.536,3.268,3.478,3.896,4.31
T5682,3.504,3.268,3.478,3.896,4.31
T5683,3.466,3.268,3.478,3.896,4.31
T5684,3.398,3.268,3.478,3.896,4.31
T5685,3.391,3.268,3.478,3.896,4.31
T5686,3.384,3.268,3.478,3.896,4.31
T5687,3.362,3.268,3.478,3.896,4.31
T5688,3.369,3.268,3.478,3.896,4.31
T5689,3.327,3.268,3.478,3.896,4.31
T5690,3.32,3.268,3.478,3.896,4.31
T5691,3.292,3.268,3.478,3.896,4.31
T5692,3.278,3.268,3.478,3.896,4.31
T5693,3.278,3.268,3.478,3.896,4.31
T5694,3.285,3.268,3.478,3.896,4.31
T5695,3.313,3.268,3.478,3.896,4.31
T5696,3.32,3.268,3.478,3.896,4.31
T5697,3.355,3.268,3.478,3.896,4.31
T5698,3.362,3.268,3.478,3.896,4.31
T5699,3.428,3.268,3.478,3.896,4.31
T5700,3.489,3.268,3.478,3.896,4.31
T5701,3.528,3.268,3.478,3.896,4.31
T5702,3.544,3.268,3.478,3.896,4.31
T5703,3.512,3.268,3.478,3.896,4.31
T5704,3.512,3.268,3.478,3.896,4.31
T5705,3.443,3.268,3.478,3.896,4.31
T5706,3.348,3.268,3.478,3.896,4.31
T5707,3.258,3.268,3.478,3.896,4.31
T5708,3.16,3.268,3.478,3.896,4.31
T5709,3.104,3.268,3.478,3.896,4.31
T5710,3.056,3.268,3.478,3.896,4.31
T5711,3.032,3.268,3.478,3.896,4.31
T5712,3.015,3.268,3.478,3.896,4.31
T5713,2.981,3.268,3.478,3.896,4.31
T5714,2.964,3.268,3.478,3.896,4.31
T5715,2.969,3.268,3.478,3.896,4.31
T5716,2.953,3.268,3.478,3.896,4.31
T5717,2.953,3.268,3.478,3.896,4.31
T5718,3.021,3.268,3.478,3.896,4.31
T5719,3.104,3.268,3.478,3.896,4.31
T5720,3.192,3.268,3.478,3.896,4.31
T5721,3.218,3.268,3.478,3.896,4.31
T5722,3.258,3.268,3.478,3.896,4.31
T5723,3.285,3.268,3.478,3.896,4.31
T5724,3.306,3.268,3.478,3.896,4.31
T5725,3.292,3.268,3.478,3.896,4.31
T5726,3.278,3.268,3.478,3.896,4.31
T5727,3.265,3.268,3.478,3.896,4.31
T5728,3.271,3.268,3.478,3.896,4.31
T5729,3.292,3.268,3.478,3.896,4.31
T5730,3.192,3.268,3.478,3.896,4.31
T5731,3.056,3.268,3.478,3.896,4.31
T5732,3.032,3.268,3.478,3.896,4.31
T5733,3.015,3.268,3.478,3.896,4.31
T5734,3.086,3.268,3.478,3.896,4.31
T5735,3.122,3.268,3.478,3.896,4.31
T5736,3.074,3.268,3.478,3.896,4.31
T5737,2.998,3.268,3.478,3.896,4.31
T5738,3.015,3.268,3.478,3.896,4.31
T5739,3.038,3.268,3.478,3.896,4.31
T5740,3.009,3.268,3.478,3.896,4.31
T5741,3.009,3.268,3.478,3.896,4.31
T5742,2.992,3.268,3.478,3.896,4.31
T5743,3.062,3.268,3.478,3.896,4.31
T5744,3.116,3.268,3.478,3.896,4.31
T5745,3.147,3.268,3.478,3.896,4.31
T5746,3.179,3.268,3.478,3.896,4.31
T5747,3.238,3.268,3.478,3.896,4.31
T5748,3.292,3.268,3.478,3.896,4.31
T5749,3.238,3.268,3.478,3.896,4.31
T5750,3.327,3.268,3.478,3.896,4.31
T5751,3.355,3.268,3.478,3.896,4.31
T5752,3.362,3.268,3.478,3.896,4.31
T5753,3.325,3.235,3.44,3.853,4.263
T5754,3.305,3.235,3.44,3.853,4.263
T5755,3.257,3.235,3.44,3.853,4.263
T5756,3.172,3.235,3.44,3.853,4.263
T5757,3.085,3.235,3.44,3.853,4.263
T5758,3.014,3.235,3.44,3.853,4.263
T5759,3.014,3.235,3.44,3.853,4.263
T5760,3.009,3.235,3.44,3.853,4.263
T5761,2.969,3.235,3.44,3.853,4.263
T5762,2.941,3.235,3.44,3.853,4.263
T5763,2.947,3.235,3.44,3.853,4.263
T5764,2.947,3.235,3.44,3.853,4.263
T5765,2.882,3.235,3.44,3.853,4.263
T5766,2.914,3.235,3.44,3.853,4.263
T5767,3.003,3.235,3.44,3.853,4.263
T5768,3.085,3.235,3.44,3.853,4.263
T5769,3.128,3.235,3.44,3.853,4.263
T5770,3.14,3.235,3.44,3.853,4.263
T5771,3.165,3.235,3.44,3.853,4.263
T5772,3.159,3.235,3.44,3.853,4.263
T5773,3.178,3.235,3.44,3.853,4.263
T5774,3.197,3.235,3.44,3.853,4.263
T5775,3.204,3.235,3.44,3.853,4.263
T5776,3.197,3.235,3.44,3.853,4.263
T5777,3.197,3.235,3.44,3.853,4.263
T5778,3.204,3.235,3.44,3.853,4.263
T5779,3.185,3.235,3.44,3.853,4.263
T5780,3.122,3.235,3.44,3.853,4.263
T5781,3.085,3.235,3.44,3.853,4.263
T5782,3.061,3.235,3.44,3.853,4.263
T5783,3.032,3.235,3.44,3.853,4.263
T5784,3.055,3.235,3.44,3.853,4.263
T5785,3.037,3.235,3.44,3.853,4.263
T5786,3.043,3.235,3.44,3.853,4.263
T5787,3.026,3.235,3.44,3.853,4.263
T5788,2.969,3.235,3.44,3.853,4.263
T5789,2.909,3.235,3.44,3.853,4.263
T5790,2.893,3.235,3.44,3.853,4.263
T5791,2.997,3.235,3.44,3.853,4.263
T5792,3.115,3.235,3.44,3.853,4.263
T5793,3.153,3.235,3.44,3.853,4.263
T5794,3.178,3.235,3.44,3.853,4.263
T5795,3.204,3.235,3.44,3.853,4.263
T5796,3.23,3.235,3.44,3.853,4.263
T5797,3.284,3.235,3.44,3.853,4.263
T5798,3.27,3.235,3.44,3.853,4.263
T5799,3.257,3.235,3.44,3.853,4.263
T5800,3.305,3.235,3.44,3.853,4.263
T5801,3.257,3.235,3.44,3.853,4.263
T5802,3.224,3.235,3.44,3.853,4.263
T5803,3.172,3.235,3.44,3.853,4.263
T5804,3.146,3.235,3.44,3.853,4.263
T5805,3.128,3.235,3.44,3.853,4.263
T5806,3.103,3.235,3.44,3.853,4.263
T5807,3.097,3.235,3.44,3.853,4.263
T5808,3.061,3.235,3.44,3.853,4.263
T5809,3.014,3.235,3.44,3.853,4.263
T5810,3.055,3.235,3.44,3.853,4.263
T5811,3.085,3.235,3.44,3.853,4.263
T5812,3.055,3.235,3.44,3.853,4.263
T5813,3.067,3.235,3.44,3.853,4.263
T5814,3.073,3.235,3.44,3.853,4.263
T5815,3.115,3.235,3.44,3.853,4.263
T5816,3.146,3.235,3.44,3.853,4.263
T5817,3.134,3.235,3.44,3.853,4.263
T5818,3.026,3.235,3.44,3.853,4.263
T5819,3.026,3.235,3.44,3.853,4.263
T5820,3.02,3.235,3.44,3.853,4.263
T5821,3.043,3.235,3.44,3.853,4.263
T5822,3.049,3.235,3.44,3.853,4.263
T5823,3.055,3.235,3.44,3.853,4.263
T5824,3.079,3.235,3.44,3.853,4.263
T5825,3.085,3.235,3.44,3.853,4.263
T5826,3.085,3.235,3.44,3.853,4.263
T5827,3.061,3.235,3.44,3.853,4.263
T5828,2.997,3.235,3.44,3.853,4.263
T5829,2.974,3.235,3.44,3.853,4.263
T5830,2.963,3.235,3.44,3.853,4.263
T5831,2.947,3.235,3.44,3.853,4.263
T5832,2.936,3.235,3.44,3.853,4.263
T5833,2.952,3.235,3.44,3.853,4.263
T5834,2.963,3.235,3.44,3.853,4.263
T5835,2.974,3.235,3.44,3.853,4.263
T5836,2.98,3.235,3.44,3.853,4.263
T5837,2.969,3.235,3.44,3.853,4.263
T5838,2.969,3.235,3.44,3.853,4.263
T5839,2.986,3.235,3.44,3.853,4.263
T5840,3.003,3.235,3.44,3.853,4.263
T5841,3.055,3.235,3.44,3.853,4.263
T5842,3.115,3.235,3.44,3.853,4.263
T5843,3.21,3.235,3.44,3.853,4.263
T5844,3.311,3.235,3.44,3.853,4.263
T5845,3.34,3.235,3.44,3.853,4.263
T5846,3.39,3.235,3.44,3.853,4.263
T5847,3.39,3.235,3.44,3.853,4.263
T5848,3.412,3.235,3.44,3.853,4.263
T5849,3.397,3.235,3.44,3.853,4.263
T5850,3.361,3.235,3.44,3.853,4.263
T5851,3.284,3.235,3.44,3.853,4.263
T5852,3.217,3.235,3.44,3.853,4.263
T5853,3.185,3.235,3.44,3.853,4.263
T5854,3.159,3.235,3.44,3.853,4.263
T5855,3.079,3.235,3.44,3.853,4.263
T5856,3.067,3.235,3.44,3.853,4.263
T5857,3.026,3.235,3.44,3.853,4.263
T5858,3.026,3.235,3.44,3.853,4.263
T5859,2.98,3.235,3.44,3.853,4.263
T5860,3.009,3.235,3.44,3.853,4.263
T5861,3.003,3.235,3.44,3.853,4.263
T5862,3.003,3.235,3.44,3.853,4.263
T5863,3.032,3.235,3.44,3.853,4.263
T5864,3.073,3.235,3.44,3.853,4.263
T5865,3.153,3.235,3.44,3.853,4.263
T5866,3.237,3.235,3.44,3.853,4.263
T5867,3.325,3.235,3.44,3.853,4.263
T5868,3.397,3.235,3.44,3.853,4.263
T5869,3.441,3.235,3.44,3.853,4.263
T5870,3.449,3.235,3.44,3.853,4.263
T5871,3.464,3.235,3.44,3.853,4.263
T5872,3.457,3.235,3.44,3.853,4.263
T5873,3.412,3.235,3.44,3.853,4.263
T5874,3.361,3.235,3.44,3.853,4.263
T5875,3.298,3.235,3.44,3.853,4.263
T5876,3.153,3.235,3.44,3.853,4.263
T5877,3.079,3.235,3.44,3.853,4.263
T5878,3.061,3.235,3.44,3.853,4.263
T5879,3.067,3.235,3.44,3.853,4.263
T5880,3.037,3.235,3.44,3.853,4.263
T5881,3.009,3.235,3.44,3.853,4.263
T5882,2.963,3.235,3.44,3.853,4.263
T5883,2.969,3.235,3.44,3.853,4.263
T5884,2.974,3.235,3.44,3.853,4.263
T5885,2.969,3.235,3.44,3.853,4.263
T5886,2.963,3.235,3.44,3.853,4.263
T5887,2.991,3.235,3.44,3.853,4.263
T5888,3.091,3.235,3.44,3.853,4.263
T5889,3.128,3.235,3.44,3.853,4.263
T5890,3.191,3.235,3.44,3.853,4.263
T5891,3.217,3.235,3.44,3.853,4.263
T5892,3.237,3.235,3.44,3.853,4.263
T5893,3.243,3.235,3.44,3.853,4.263
T5894,3.237,3.235,3.44,3.853,4.263
T5895,3.25,3.235,3.44,3.853,4.263
T5896,3.284,3.235,3.44,3.853,4.263
T5897,3.291,3.235,3.44,3.853,4.263
T5898,3.291,3.235,3.44,3.853,4.263
T5899,3.264,3.235,3.44,3.853,4.263
T5900,3.178,3.235,3.44,3.853,4.263
T5901,3.159,3.235,3.44,3.853,4.263
T5902,3.172,3.235,3.44,3.853,4.263
T5903,3.159,3.235,3.44,3.853,4.263
T5904,3.134,3.235,3.44,3.853,4.263
T5905,3.122,3.235,3.44,3.853,4.263
T5906,3.103,3.235,3.44,3.853,4.263
T5907,3.091,3.235,3.44,3.853,4.263
T5908,3.067,3.235,3.44,3.853,4.263
T5909,3.043,3.235,3.44,3.853,4.263
T5910,3.049,3.235,3.44,3.853,4.263
T5911,3.109,3.235,3.44,3.853,4.263
T5912,3.172,3.235,3.44,3.853,4.263
T5913,3.27,3.235,3.44,3.853,4.263
T5914,3.368,3.235,3.44,3.853,4.263
T5915,3.449,3.235,3.44,3.853,4.263
T5916,3.526,3.235,3.44,3.853,4.263
T5917,3.607,3.235,3.44,3.853,4.263
T5918,3.64,3.235,3.44,3.853,4.263
T5919,3.657,3.235,3.44,3.853,4.263
T5920,3.665,3.235,3.44,3.853,4.263
T5921,3.64,3.235,3.44,3.853,4.263
T5922,3.534,3.235,3.44,3.853,4.263
T5923,3.419,3.235,3.44,3.853,4.263
T5924,3.257,3.235,3.44,3.853,4.263
T5925,3.237,3.235,3.44,3.853,4.263
T5926,3.191,3.235,3.44,3.853,4.263
T5927,3.103,3.235,3.44,3.853,4.263
T5928,3.091,3.235,3.44,3.853,4.263
T5929,3.032,3.235,3.44,3.853,4.263
T5930,3.003,3.235,3.44,3.853,4.263
T5931,2.98,3.235,3.44,3.853,4.263
T5932,2.969,3.235,3.44,3.853,4.263
T5933,2.958,3.235,3.44,3.853,4.263
T5934,2.958,3.235,3.44,3.853,4.263
T5935,3.037,3.235,3.44,3.853,4.263
T5936,3.191,3.235,3.44,3.853,4.263
T5937,3.318,3.235,3.44,3.853,4.263
T5938,3.412,3.235,3.44,3.853,4.263
T5939,3.449,3.235,3.44,3.853,4.263
T5940,3.495,3.235,3.44,3.853,4.263
T5941,3.503,3.235,3.44,3.853,4.263
T5942,3.566,3.235,3.44,3.853,4.263
T5943,3.574,3.235,3.44,3.853,4.263
T5944,3.503,3.235,3.44,3.853,4.263
T5945,3.503,3.235,3.44,3.853,4.263
T5946,3.449,3.235,3.44,3.853,4.263
T5947,3.382,3.235,3.44,3.853,4.263
T5948,3.332,3.235,3.44,3.853,4.263
T5949,3.27,3.235,3.44,3.853,4.263
T5950,3.23,3.235,3.44,3.853,4.263
T5951,3.165,3.235,3.44,3.853,4.263
T5952,3.067,3.235,3.44,3.853,4.263
T5953,2.98,3.235,3.44,3.853,4.263
T5954,2.941,3.235,3.44,3.853,4.263
T5955,2.909,3.235,3.44,3.853,4.263
T5956,2.836,3.235,3.44,3.853,4.263
T5957,2.861,3.235,3.44,3.853,4.263
T5958,2.941,3.235,3.44,3.853,4.263
T5959,3.049,3.235,3.44,3.853,4.263
T5960,3.237,3.235,3.44,3.853,4.263
T5961,3.325,3.235,3.44,3.853,4.263
T5962,3.419,3.235,3.44,3.853,4.263
T5963,3.457,3.235,3.44,3.853,4.263
T5964,3.503,3.235,3.44,3.853,4.263
T5965,3.526,3.235,3.44,3.853,4.263
T5966,3.51,3.235,3.44,3.853,4.263
T5967,3.472,3.235,3.44,3.853,4.263
T5968,3.457,3.235,3.44,3.853,4.263
T5969,3.427,3.235,3.44,3.853,4.263
T5970,3.361,3.235,3.44,3.853,4.263
T5971,3.298,3.235,3.44,3.853,4.263
T5972,3.264,3.235,3.44,3.853,4.263
T5973,3.21,3.235,3.44,3.853,4.263
T5974,3.153,3.235,3.44,3.853,4.263
T5975,3.172,3.235,3.44,3.853,4.263
T5976,3.178,3.235,3.44,3.853,4.263
T5977,3.178,3.235,3.44,3.853,4.263
T5978,3.172,3.235,3.44,3.853,4.263
T5979,3.165,3.235,3.44,3.853,4.263
T5980,3.165,3.235,3.44,3.853,4.263
T5981,3.165,3.235,3.44,3.853,4.263
T5982,3.165,3.235,3.44,3.853,4.263
T5983,3.172,3.235,3.44,3.853,4.263
T5984,3.191,3.235,3.44,3.853,4.263
T5985,3.21,3.235,3.44,3.853,4.263
T5986,3.264,3.235,3.44,3.853,4.263
T5987,3.332,3.235,3.44,3.853,4.263
T5988,3.382,3.235,3.44,3.853,4.263
T5989,3.39,3.235,3.44,3.853,4.263
T5990,3.412,3.235,3.44,3.853,4.263
T5991,3.441,3.235,3.44,3.853,4.263
T5992,3.434,3.235,3.44,3.853,4.263
T5993,3.419,3.235,3.44,3.853,4.263
T5994,3.368,3.235,3.44,3.853,4.263
T5995,3.305,3.235,3.44,3.853,4.263
T5996,3.264,3.235,3.44,3.853,4.263
T5997,3.21,3.235,3.44,3.853,4.263
T5998,3.197,3.235,3.44,3.853,4.263
T5999,3.14,3.235,3.44,3.853,4.263
T6000,3.103,3.235,3.44,3.853,4.263
T6001,3.061,3.235,3.44,3.853,4.263
T6002,3.055,3.235,3.44,3.853,4.263
T6003,3.02,3.235,3.44,3.853,4.263
T6004,3.032,3.235,3.44,3.853,4.263
T6005,3.043,3.235,3.44,3.853,4.263
T6006,3.032,3.235,3.44,3.853,4.263
T6007,3.067,3.235,3.44,3.853,4.263
T6008,3.115,3.235,3.44,3.853,4.263
T6009,3.204,3.235,3.44,3.853,4.263
T6010,3.298,3.235,3.44,3.853,4.263
T6011,3.397,3.235,3.44,3.853,4.263
T6012,3.503,3.235,3.44,3.853,4.263
T6013,3.51,3.235,3.44,3.853,4.263
T6014,3.542,3.235,3.44,3.853,4.263
T6015,3.64,3.235,3.44,3.853,4.263
T6016,3.632,3.235,3.44,3.853,4.263
T6017,3.607,3.235,3.44,3.853,4.263
T6018,3.55,3.235,3.44,3.853,4.263
T6019,3.441,3.235,3.44,3.853,4.263
T6020,3.39,3.235,3.44,3.853,4.263
T6021,3.332,3.235,3.44,3.853,4.263
T6022,3.281,3.2,3.4,3.809,4.214
T6023,3.26,3.2,3.4,3.809,4.214
T6024,3.24,3.2,3.4,3.809,4.214
T6025,3.234,3.2,3.4,3.809,4.214
T6026,3.227,3.2,3.4,3.809,4.214
T6027,3.214,3.2,3.4,3.809,4.214
T6028,3.208,3.2,3.4,3.809,4.214
T6029,3.201,3.2,3.4,3.809,4.214
T6030,3.195,3.2,3.4,3.809,4.214
T6031,3.221,3.2,3.4,3.809,4.214
T6032,3.274,3.2,3.4,3.809,4.214
T6033,3.343,3.2,3.4,3.809,4.214
T6034,3.438,3.2,3.4,3.809,4.214
T6035,3.499,3.2,3.4,3.809,4.214
T6036,3.538,3.2,3.4,3.809,4.214
T6037,3.57,3.2,3.4,3.809,4.214
T6038,3.578,3.2,3.4,3.809,4.214
T6039,3.578,3.2,3.4,3.809,4.214
T6040,3.578,3.2,3.4,3.809,4.214
T6041,3.538,3.2,3.4,3.809,4.214
T6042,3.468,3.2,3.4,3.809,4.214
T6043,3.372,3.2,3.4,3.809,4.214
T6044,3.336,3.2,3.4,3.809,4.214
T6045,3.274,3.2,3.4,3.809,4.214
T6046,3.24,3.2,3.4,3.809,4.214
T6047,3.188,3.2,3.4,3.809,4.214
T6048,3.125,3.2,3.4,3.809,4.214
T6049,3.131,3.2,3.4,3.809,4.214
T6050,3.088,3.2,3.4,3.809,4.214
T6051,3.041,3.2,3.4,3.809,4.214
T6052,3.024,3.2,3.4,3.809,4.214
T6053,2.995,3.2,3.4,3.809,4.214
T6054,2.967,3.2,3.4,3.809,4.214
T6055,3.07,3.2,3.4,3.809,4.214
T6056,3.201,3.2,3.4,3.809,4.214
T6057,3.35,3.2,3.4,3.809,4.214
T6058,3.514,3.2,3.4,3.809,4.214
T6059,3.627,3.2,3.4,3.809,4.214
T6060,3.61,3.2,3.4,3.809,4.214
T6061,3.562,3.2,3.4,3.809,4.214
T6062,3.438,3.2,3.4,3.809,4.214
T6063,3.401,3.2,3.4,3.809,4.214
T6064,3.365,3.2,3.4,3.809,4.214
T6065,3.308,3.2,3.4,3.809,4.214
T6066,3.26,3.2,3.4,3.809,4.214
T6067,3.227,3.2,3.4,3.809,4.214
T6068,3.188,3.2,3.4,3.809,4.214
T6069,3.15,3.2,3.4,3.809,4.214
T6070,3.131,3.2,3.4,3.809,4.214
T6071,3.113,3.2,3.4,3.809,4.214
T6072,3.101,3.2,3.4,3.809,4.214
T6073,3.101,3.2,3.4,3.809,4.214
T6074,3.131,3.2,3.4,3.809,4.214
T6075,3.119,3.2,3.4,3.809,4.214
T6076,3.107,3.2,3.4,3.809,4.214
T6077,3.113,3.2,3.4,3.809,4.214
T6078,3.107,3.2,3.4,3.809,4.214
T6079,3.101,3.2,3.4,3.809,4.214
T6080,3.101,3.2,3.4,3.809,4.214
T6081,3.125,3.2,3.4,3.809,4.214
T6082,3.131,3.2,3.4,3.809,4.214
